project,id,user_id,created_at,amount,currency,success
project_a,6359812,14,2025-01-29 22:49:36.167058,80.2,USD,True
project_a,2787986,30,2025-01-30 14:04:40.837578,227.91,RUB,True
project_a,6410362,87,2025-01-30 03:43:07.191037,366.48,RUB,False
project_a,6994903,35,2025-01-30 09:32:43.994753,312.12,RUB,True
project_a,4382280,58,2025-01-29 20:05:52.392141,454.69,EUR,True
project_a,6241577,177,2025-01-30 09:12:11.969041,13.51,USD,False
project_a,202806,62,2025-01-30 10:07:30.044132,478.94,USD,True
project_a,4244000,30,2025-01-29 23:06:43.474211,352.63,USD,True
project_a,1954466,181,2025-01-30 07:25:04.237693,263.25,RUB,True
project_a,5862204,60,2025-01-30 05:57:10.183609,334.19,EUR,False
project_a,3689097,134,2025-01-30 17:13:05.936598,400.73,USD,True
project_a,631963,103,2025-01-29 22:56:03.477759,153.22,USD,True
project_a,5260930,117,2025-01-30 04:38:17.685352,25.81,USD,True
project_a,281942,59,2025-01-30 14:13:15.576202,452.49,USD,True
project_a,6901261,83,2025-01-30 13:03:05.805476,109.51,EUR,True
project_a,5106249,53,2025-01-30 02:04:56.585205,94.16,RUB,True
project_a,5366931,124,2025-01-30 17:33:27.451525,93.02,EUR,True
project_a,1561240,163,2025-01-30 11:45:37.574237,89.16,EUR,True
project_a,3680245,55,2025-01-30 11:01:08.742821,46.49,RUB,True
project_a,206621,121,2025-01-30 17:11:10.444854,458.55,EUR,True
project_a,5294290,14,2025-01-30 09:58:37.571780,75.61,USD,False
project_a,5723476,118,2025-01-30 15:42:59.370181,205.12,RUB,True
project_a,873703,168,2025-01-30 02:03:35.839380,77.82,USD,True
project_a,2910184,35,2025-01-29 22:54:13.960832,47.26,RUB,False
project_a,4892003,188,2025-01-29 22:45:24.809641,258.77,USD,True
project_a,5448296,138,2025-01-30 06:53:36.273335,33.63,RUB,True
project_a,4627771,41,2025-01-29 23:41:32.101278,92.21,USD,True
project_a,6516609,40,2025-01-30 17:02:01.019341,467.72,RUB,True
project_a,2669465,179,2025-01-30 03:37:47.148726,292.2,EUR,True
project_a,5538591,71,2025-01-30 06:34:55.581715,103.27,USD,True
project_a,5664031,175,2025-01-30 09:37:08.744462,12.14,RUB,True
project_a,1114266,61,2025-01-30 12:06:43.064469,178.08,RUB,False
project_a,1493758,40,2025-01-30 01:03:39.836061,117.32,RUB,True
project_a,6749455,107,2025-01-29 20:29:04.832772,237.95,USD,True
project_a,937827,61,2025-01-29 20:00:14.553942,374.41,EUR,True
project_a,2948001,153,2025-01-29 23:43:30.420069,123.85,RUB,True
project_a,1992433,163,2025-01-30 15:05:00.065156,102.03,RUB,True
project_a,2194880,76,2025-01-30 03:57:43.523082,172.74,USD,True
project_a,2213010,114,2025-01-29 23:34:18.431080,455.43,RUB,False
project_a,4512074,90,2025-01-29 21:40:59.763051,125.44,EUR,True
project_a,457270,43,2025-01-30 02:51:34.391523,479.88,RUB,True
project_a,5342522,27,2025-01-29 23:25:07.160790,127.04,RUB,True
project_a,6221412,159,2025-01-29 21:44:06.858959,464.36,RUB,True
project_a,4865814,156,2025-01-30 15:30:45.505671,165.95,EUR,True
project_a,4316423,168,2025-01-30 11:36:15.774397,75.24,USD,True
project_a,372442,166,2025-01-29 23:33:48.151331,170.2,RUB,True
project_a,464463,170,2025-01-30 02:44:19.553332,308.8,USD,True
project_a,2777503,46,2025-01-30 13:21:42.237452,484.3,USD,True
project_a,1630196,43,2025-01-30 00:08:32.087140,456.61,EUR,True
project_a,3366725,85,2025-01-30 06:49:40.596325,419.3,EUR,True
project_a,2857418,174,2025-01-30 11:07:44.809720,22.76,USD,True
project_a,1440135,171,2025-01-30 15:10:54.019628,443.93,RUB,True
project_a,6925384,150,2025-01-30 18:12:57.281040,41.44,RUB,True
project_a,6652934,150,2025-01-30 08:36:04.815496,35.64,RUB,True
project_a,1412490,192,2025-01-30 15:46:11.541318,401.47,EUR,False
project_a,4335420,136,2025-01-30 18:51:54.650925,52.75,USD,True
project_a,1683822,32,2025-01-30 10:18:42.861723,147.69,RUB,True
project_a,3806616,78,2025-01-30 14:07:19.422672,40.22,USD,True
project_a,5676446,65,2025-01-29 22:59:47.480747,163.76,USD,True
project_a,4957622,49,2025-01-30 02:07:25.363168,318.22,USD,False
project_a,5799991,126,2025-01-30 16:40:55.813091,94.8,USD,True
project_a,1150488,194,2025-01-29 23:25:02.179195,466.67,EUR,True
project_a,2668872,133,2025-01-30 07:18:14.992906,68.74,RUB,True
project_a,572294,49,2025-01-30 15:44:48.807409,388.03,EUR,True
project_a,271140,85,2025-01-30 12:24:31.284643,455.6,RUB,True
project_a,1141684,8,2025-01-29 18:27:41.095604,191.5,USD,True
project_a,3660448,170,2025-01-30 16:16:25.827694,30.96,EUR,True
project_a,188728,191,2025-01-30 11:02:05.975280,228.38,EUR,True
project_a,5327265,65,2025-01-30 13:35:55.896405,146.47,RUB,True
project_a,5371834,100,2025-01-30 02:47:03.986352,244.68,EUR,False
project_a,6462375,23,2025-01-30 04:55:07.384377,195.55,RUB,True
project_a,5217610,129,2025-01-30 00:10:19.688802,181.64,USD,True
project_a,2314005,139,2025-01-29 22:26:12.164621,68.13,EUR,True
project_a,391212,71,2025-01-29 21:11:45.764752,177.08,EUR,False
project_a,2978108,156,2025-01-29 21:56:55.181275,130.98,EUR,True
project_a,3135955,61,2025-01-30 11:15:50.700288,63.58,RUB,True
project_a,2721204,27,2025-01-29 23:10:06.859149,378.03,USD,True
project_a,4016835,107,2025-01-30 04:36:50.856862,162.14,RUB,True
project_a,6790464,122,2025-01-30 13:02:44.658651,45.21,RUB,True
project_a,6870483,78,2025-01-30 16:03:28.776288,375.56,USD,True
project_a,763100,62,2025-01-30 04:00:36.015473,488.37,EUR,False
project_a,2930569,130,2025-01-30 03:02:13.052383,485.41,RUB,True
project_a,3411016,160,2025-01-30 10:41:47.459465,496.32,RUB,True
project_a,3497023,194,2025-01-30 01:05:31.897476,120.71,EUR,False
project_a,4109923,156,2025-01-29 22:00:38.452374,240.56,RUB,True
project_a,1157068,69,2025-01-30 01:23:49.319762,355.44,USD,True
project_a,4368013,72,2025-01-29 22:08:53.366920,230.59,EUR,False
project_a,6609649,75,2025-01-30 18:16:35.938515,237.58,USD,True
project_a,3147911,8,2025-01-30 08:32:31.353180,50.71,USD,True
project_a,6972464,58,2025-01-30 01:36:21.085968,337.51,EUR,True
project_a,2514004,85,2025-01-30 10:54:20.160969,491.43,RUB,True
project_a,5439480,177,2025-01-29 21:02:50.038100,258.27,RUB,True
project_a,6101747,189,2025-01-30 16:28:05.294926,349.91,EUR,False
project_a,5428512,54,2025-01-30 15:32:53.370106,215.71,RUB,True
project_a,1644211,1,2025-01-30 01:52:45.938544,164.07,RUB,True
project_a,6678146,156,2025-01-29 21:48:33.181869,344.11,USD,True
project_a,5440902,31,2025-01-30 04:04:23.861225,171.26,EUR,True
project_a,303957,47,2025-01-30 16:32:54.845955,414.73,USD,True
project_a,61827,186,2025-01-30 14:21:24.785288,250.94,USD,True
project_a,3069917,153,2025-01-30 00:12:34.351879,274.29,RUB,True
project_a,1543163,10,2025-01-30 11:24:11.025205,254.41,EUR,True
project_a,4038491,19,2025-01-29 23:13:34.747376,366.65,USD,True
project_a,1893037,101,2025-01-30 09:02:12.025631,271.95,USD,True
project_a,5985871,32,2025-01-30 02:11:06.777384,443.82,RUB,True
project_a,4255277,47,2025-01-30 02:11:08.437075,167.07,EUR,True
project_a,5941484,100,2025-01-30 12:37:43.260437,205.44,EUR,False
project_a,3009303,68,2025-01-30 18:11:30.930204,88.83,USD,True
project_a,2732817,97,2025-01-29 18:41:57.156638,485.0,EUR,True
project_a,6013550,190,2025-01-30 09:13:06.913159,35.86,EUR,True
project_a,4730473,44,2025-01-30 09:10:49.548024,29.17,USD,True
project_a,2986084,167,2025-01-30 06:43:51.653472,482.01,EUR,False
project_a,2861705,61,2025-01-29 21:52:05.297517,308.01,RUB,True
project_a,6918645,171,2025-01-30 03:36:40.799529,363.14,USD,True
project_a,4227150,166,2025-01-30 01:50:19.521700,164.0,USD,True
project_a,6319239,161,2025-01-30 03:03:11.282487,41.5,EUR,False
project_a,3853277,151,2025-01-30 16:11:24.981388,436.9,RUB,True
project_a,276813,133,2025-01-30 07:30:30.379691,276.4,RUB,True
project_a,2644784,50,2025-01-29 18:49:00.173656,246.46,USD,False
project_a,2952847,181,2025-01-30 01:15:06.367959,262.42,RUB,True
project_a,768969,104,2025-01-30 17:06:33.724612,39.44,USD,False
project_a,1046570,62,2025-01-30 04:20:27.566998,205.26,RUB,True
project_a,1773546,9,2025-01-30 00:38:21.985528,352.27,USD,True
project_a,6757635,135,2025-01-30 14:59:12.641916,403.51,RUB,True
project_a,411440,179,2025-01-30 03:36:37.891608,149.4,USD,True
project_a,6539918,135,2025-01-30 04:20:11.722012,422.15,EUR,True
project_a,3351721,23,2025-01-30 07:04:04.670339,447.59,USD,True
project_a,4394960,22,2025-01-30 18:17:45.375226,13.64,RUB,False
project_a,3219812,105,2025-01-30 10:46:22.472239,241.76,EUR,False
project_a,4278662,167,2025-01-30 16:44:48.443522,77.55,USD,True
project_a,4674843,189,2025-01-30 13:51:34.891096,479.1,USD,True
project_a,5845249,100,2025-01-30 11:31:57.386708,46.88,RUB,True
project_a,5696973,5,2025-01-30 16:19:10.571803,421.68,EUR,True
project_a,698035,55,2025-01-29 20:22:40.522242,21.12,USD,True
project_a,268386,120,2025-01-30 11:52:35.781524,139.41,RUB,True
project_a,853547,95,2025-01-30 13:00:12.438621,138.09,USD,True
project_a,6463963,48,2025-01-30 04:06:00.078199,226.42,RUB,True
project_a,4655201,115,2025-01-30 08:45:08.075343,105.86,USD,True
project_a,3345649,35,2025-01-30 01:12:16.787597,54.99,EUR,True
project_a,2082261,155,2025-01-30 15:18:18.203562,195.95,EUR,False
project_a,3755319,146,2025-01-30 06:00:19.099880,405.17,EUR,True
project_a,2670385,90,2025-01-30 01:23:20.650517,337.79,USD,True
project_a,5444945,156,2025-01-29 23:30:51.275334,387.41,EUR,True
project_a,6548838,121,2025-01-30 09:46:59.640410,49.48,USD,True
project_a,1367959,125,2025-01-30 05:04:33.377699,85.37,EUR,False
project_a,4946440,147,2025-01-30 14:48:54.782448,199.25,RUB,True
project_a,5208978,85,2025-01-30 00:18:01.446963,78.38,USD,True
project_a,43483,156,2025-01-30 03:37:14.187068,75.43,USD,True
project_a,1077055,37,2025-01-30 12:40:59.355581,438.22,EUR,True
project_a,1499599,24,2025-01-30 03:51:50.548637,76.84,RUB,True
project_a,105137,48,2025-01-30 01:40:41.058392,408.88,USD,True
project_a,6650079,59,2025-01-30 14:29:18.970771,439.67,EUR,False
project_a,1374608,59,2025-01-30 01:46:39.913640,187.26,USD,True
project_a,3184554,192,2025-01-30 12:36:56.057122,329.51,RUB,True
project_a,6687238,39,2025-01-30 02:43:51.791841,239.18,USD,True
project_a,2389814,55,2025-01-30 00:58:55.967313,226.18,USD,False
project_a,5117593,136,2025-01-30 07:09:39.637730,20.61,RUB,True
project_a,2292838,107,2025-01-30 03:57:08.008764,455.77,RUB,True
project_a,880746,73,2025-01-30 15:37:33.762991,235.46,RUB,True
project_a,5833237,110,2025-01-29 23:42:49.194566,53.32,USD,True
project_a,337798,172,2025-01-30 13:08:09.336076,106.76,EUR,True
project_a,412675,99,2025-01-30 11:23:13.596632,327.87,USD,True
project_a,1587853,119,2025-01-30 07:43:06.701773,22.04,EUR,True
project_a,3664549,82,2025-01-30 16:19:51.030463,285.23,RUB,True
project_a,3073103,71,2025-01-30 09:31:07.322700,412.68,USD,True
project_a,736984,168,2025-01-30 02:05:01.796470,23.05,RUB,True
project_a,3249875,26,2025-01-30 04:25:59.052038,105.94,USD,True
project_a,3070726,171,2025-01-30 03:45:38.048854,405.54,USD,True
project_a,200750,157,2025-01-30 14:13:07.049183,318.98,EUR,True
project_a,2805876,32,2025-01-30 10:14:06.719914,82.15,RUB,False
project_a,3730634,169,2025-01-30 13:21:28.849076,403.3,RUB,True
project_a,6055847,39,2025-01-30 07:15:11.220604,78.32,EUR,True
project_a,3678462,20,2025-01-30 03:52:47.369774,494.58,EUR,True
project_a,2800786,10,2025-01-30 14:49:36.414774,144.38,EUR,True
project_a,708888,156,2025-01-30 14:43:42.433462,382.77,RUB,True
project_a,4026156,61,2025-01-30 17:53:20.074910,164.23,EUR,True
project_a,6023869,195,2025-01-30 12:33:52.788643,224.69,USD,True
project_a,2632867,31,2025-01-30 04:00:19.563233,450.16,USD,True
project_a,5383956,127,2025-01-29 23:49:38.234723,237.53,EUR,True
project_a,5207799,128,2025-01-30 12:30:03.586196,425.56,RUB,True
project_a,1418551,90,2025-01-29 19:49:09.636396,260.67,EUR,True
project_a,723268,87,2025-01-30 00:34:30.605268,499.48,USD,True
project_a,3435792,50,2025-01-30 15:10:04.310881,72.03,RUB,True
project_a,1893908,65,2025-01-30 09:47:14.511432,157.34,EUR,True
project_a,5406786,17,2025-01-29 19:14:25.990844,433.94,RUB,True
project_a,5472701,112,2025-01-30 03:53:13.345866,134.76,RUB,False
project_a,6190490,34,2025-01-30 12:50:30.448084,461.03,EUR,False
project_a,4174653,192,2025-01-30 08:24:33.051763,450.5,RUB,True
project_a,4740377,53,2025-01-29 23:50:47.346673,446.16,EUR,True
project_a,3236572,31,2025-01-29 19:11:03.411151,240.52,RUB,True
project_a,159294,85,2025-01-30 07:17:40.386671,60.5,EUR,False
project_a,4969431,176,2025-01-29 19:01:19.878796,248.92,USD,True
project_a,5632245,139,2025-01-29 19:46:07.364325,90.42,RUB,False
project_a,5495323,102,2025-01-30 18:00:41.640567,381.36,RUB,True
project_a,545453,44,2025-01-29 19:39:49.736624,476.39,RUB,True
project_a,6065341,192,2025-01-29 23:18:53.716992,465.57,USD,True
project_a,6334151,100,2025-01-29 22:17:34.284288,404.7,EUR,False
project_a,6767524,186,2025-01-30 05:09:04.617624,88.46,RUB,True
project_a,6501952,6,2025-01-30 12:24:12.802594,391.87,USD,True
project_a,1742751,38,2025-01-30 12:40:31.244339,21.98,RUB,False
project_a,4977007,194,2025-01-30 01:05:49.232294,51.88,EUR,True
project_a,5798509,143,2025-01-30 16:58:55.164819,110.64,USD,True
project_a,6442476,81,2025-01-29 20:16:09.495525,146.1,RUB,True
project_a,5702331,97,2025-01-29 18:51:58.226083,32.58,USD,True
project_a,2101019,78,2025-01-30 17:12:39.748126,391.66,EUR,False
project_a,2311580,81,2025-01-30 13:49:06.371863,159.65,EUR,False
project_a,3395381,172,2025-01-30 01:13:01.473339,28.12,USD,False
project_a,31893,25,2025-01-30 12:03:32.273759,194.47,EUR,False
project_a,6206493,136,2025-01-30 07:04:35.426622,209.19,RUB,True
project_a,5238600,119,2025-01-30 11:02:43.541936,200.08,RUB,False
project_a,953617,44,2025-01-30 09:31:00.888726,371.07,RUB,True
project_a,4027676,169,2025-01-30 00:16:26.569361,263.26,RUB,False
project_a,4329977,78,2025-01-30 17:07:01.207360,197.31,EUR,True
project_a,3428186,174,2025-01-30 14:08:07.374281,253.95,EUR,True
project_a,1523501,41,2025-01-30 14:53:16.438619,331.0,EUR,True
project_a,1204032,87,2025-01-30 16:40:53.018245,368.55,RUB,True
project_a,388826,127,2025-01-30 15:08:54.303602,319.08,USD,True
project_a,2846833,166,2025-01-30 01:44:16.065517,12.44,RUB,True
project_a,5299514,25,2025-01-29 18:32:57.894405,111.43,USD,True
project_a,2616018,126,2025-01-30 14:08:37.997027,268.66,RUB,True
project_a,6207153,153,2025-01-29 23:42:54.411179,345.3,EUR,True
project_a,4085133,48,2025-01-30 01:53:18.676425,340.76,EUR,True
project_a,1336592,147,2025-01-30 07:58:52.424858,12.58,USD,True
project_a,514227,55,2025-01-29 20:22:02.837619,20.49,RUB,True
project_a,996049,116,2025-01-30 10:09:32.004596,253.97,RUB,False
project_a,4737215,107,2025-01-29 20:42:10.064627,447.39,EUR,True
project_a,874820,190,2025-01-30 01:24:21.756936,254.48,RUB,True
project_a,1624279,142,2025-01-30 13:47:17.156254,107.17,RUB,True
project_a,3102211,141,2025-01-30 10:00:00.261624,76.17,EUR,False
project_a,1452275,166,2025-01-30 02:00:48.108018,492.0,USD,True
project_a,5103514,186,2025-01-29 20:43:32.469315,27.8,EUR,True
project_a,3274450,165,2025-01-30 13:38:13.539521,416.79,USD,True
project_a,1281744,157,2025-01-30 14:24:59.947000,348.39,USD,False
project_a,4591606,151,2025-01-30 15:26:02.243175,200.37,EUR,True
project_a,2047490,118,2025-01-30 18:04:52.501415,315.54,EUR,True
project_a,3833499,152,2025-01-30 07:27:02.796608,246.94,USD,True
project_a,1861665,111,2025-01-30 06:43:05.106036,55.99,USD,True
project_a,564854,61,2025-01-30 16:02:13.539534,160.23,USD,True
project_a,1055402,139,2025-01-30 18:42:19.187733,112.59,RUB,True
project_a,2197271,63,2025-01-30 13:48:21.291245,482.32,EUR,True
project_a,4221002,158,2025-01-30 14:01:36.062400,160.85,RUB,True
project_a,5589712,37,2025-01-30 06:57:33.058854,62.22,RUB,True
project_a,4930723,128,2025-01-30 18:25:50.795608,270.41,USD,True
project_a,2578269,29,2025-01-29 23:17:56.645316,300.73,EUR,True
project_a,2625191,85,2025-01-30 04:43:03.973344,457.4,RUB,True
project_a,2492492,184,2025-01-30 12:46:39.279176,168.34,USD,True
project_a,4776747,141,2025-01-29 18:41:15.307956,275.29,RUB,True
project_a,2490326,53,2025-01-30 07:35:53.743883,129.59,USD,True
project_a,6203889,185,2025-01-30 18:40:51.034060,159.12,EUR,True
project_a,4894296,6,2025-01-30 17:46:49.976133,422.96,EUR,False
project_a,3220722,86,2025-01-30 00:47:36.789476,485.43,RUB,True
project_a,4369468,84,2025-01-30 16:11:28.958014,185.8,EUR,True
project_a,1651807,103,2025-01-30 06:51:43.194011,476.23,EUR,True
project_a,4347706,152,2025-01-30 00:18:33.042352,192.73,RUB,False
project_a,4076920,92,2025-01-29 23:46:02.462803,109.7,RUB,True
project_a,5228823,77,2025-01-30 11:34:22.259763,348.19,EUR,True
project_a,238030,55,2025-01-30 00:46:54.064108,110.01,USD,True
project_a,881435,31,2025-01-30 12:16:25.533698,253.4,USD,True
project_a,5150896,132,2025-01-30 00:33:38.379395,267.27,EUR,False
project_a,2987528,36,2025-01-30 02:59:20.224521,442.42,EUR,True
project_a,6696416,188,2025-01-30 00:00:28.051719,214.43,USD,True
project_a,5250959,81,2025-01-30 12:14:44.704311,82.19,USD,False
project_a,179245,134,2025-01-30 02:41:13.715547,10.39,EUR,True
project_a,3133126,99,2025-01-29 21:19:22.135897,76.35,USD,True
project_a,4247666,130,2025-01-29 22:05:37.738713,262.33,USD,False
project_a,2356995,190,2025-01-29 23:59:12.818432,226.83,EUR,True
project_a,5558654,40,2025-01-30 17:09:48.446740,69.73,USD,False
project_a,5033463,81,2025-01-30 13:41:36.493390,69.16,EUR,False
project_a,776399,144,2025-01-30 01:53:17.449064,150.23,RUB,False
project_a,1578531,123,2025-01-30 18:51:01.139267,67.49,EUR,True
project_a,6492390,51,2025-01-30 15:33:47.158138,338.28,RUB,True
project_a,1798461,104,2025-01-30 00:55:58.122957,126.49,EUR,True
project_a,5653465,42,2025-01-30 08:09:53.626152,78.23,RUB,True
project_a,4729643,24,2025-01-29 23:23:17.972882,407.58,RUB,True
project_a,4579447,85,2025-01-29 20:32:22.493455,339.93,USD,True
project_a,3916119,54,2025-01-30 09:23:37.372703,45.22,EUR,True
project_a,5459018,88,2025-01-30 11:07:48.968836,340.63,USD,True
project_a,3320394,43,2025-01-30 11:05:19.833358,280.92,RUB,True
project_a,1305825,87,2025-01-30 10:58:49.547952,72.8,USD,False
project_a,3851359,30,2025-01-29 21:40:59.567620,426.28,USD,True
project_a,368798,177,2025-01-30 12:31:21.565277,249.8,RUB,False
project_a,5767038,43,2025-01-30 12:10:22.325809,97.22,EUR,True
project_a,5965116,118,2025-01-29 20:42:28.970840,116.72,EUR,True
project_a,2095931,173,2025-01-29 19:17:37.392161,318.32,RUB,True
project_a,4694065,90,2025-01-30 01:14:27.833383,385.46,EUR,True
project_a,6998363,58,2025-01-30 11:48:04.936656,434.7,RUB,True
project_a,3759834,147,2025-01-30 07:59:22.993732,290.71,USD,True
project_a,2059330,79,2025-01-29 23:37:01.455280,445.61,USD,True
project_a,2998959,187,2025-01-30 13:43:36.334483,298.52,RUB,True
project_a,1393188,200,2025-01-29 19:14:54.963070,483.41,USD,True
project_a,4755304,58,2025-01-29 20:13:48.080427,116.63,EUR,True
project_a,3365364,116,2025-01-30 15:34:10.060040,229.23,USD,False
project_a,3408804,29,2025-01-30 17:38:14.176699,221.74,USD,False
project_a,4214895,42,2025-01-30 08:06:05.885247,315.13,EUR,True
project_a,6324029,9,2025-01-30 04:16:27.585596,405.68,RUB,False
project_a,860788,18,2025-01-30 02:27:56.107626,440.88,EUR,True
project_a,1912459,90,2025-01-30 04:55:14.579070,469.61,USD,False
project_a,3878037,116,2025-01-30 10:08:21.748733,320.3,USD,True
project_a,5499260,61,2025-01-30 12:00:57.248691,288.0,EUR,True
project_a,2337602,34,2025-01-30 13:15:08.721026,26.67,EUR,True
project_a,4374958,170,2025-01-30 10:44:29.044666,14.23,RUB,True
