id,user_id,active,page_name,last_activity_at,created_at,updated_at
418838,145,False,Allow,2025-01-29 23:01:55.043580,2025-01-29 22:29:55.043580,2025-01-29 23:04:55.043580
873064,150,False,Other,2025-01-30 12:11:07.319186,2025-01-30 11:29:07.319186,2025-01-30 12:20:07.319186
579746,190,False,Happen,2025-01-30 13:08:47.911442,2025-01-30 12:26:47.911442,2025-01-30 13:33:47.911442
347275,58,True,Training,2025-01-30 07:18:08.508795,2025-01-30 06:27:08.508795,2025-01-30 07:28:08.508795
879232,111,False,Brother,2025-01-30 01:45:52.548592,2025-01-30 01:02:52.548592,2025-01-30 02:07:52.548592
917088,136,False,Free,2025-01-30 04:13:20.532970,2025-01-30 03:56:20.532970,2025-01-30 04:19:20.532970
320601,37,False,Manage,2025-01-30 14:57:40.058949,2025-01-30 14:11:40.058949,2025-01-30 15:06:40.058949
928375,57,False,Color,2025-01-30 10:23:58.547543,2025-01-30 09:49:58.547543,2025-01-30 10:30:58.547543
179526,138,False,Brother,2025-01-30 04:59:29.297119,2025-01-30 04:20:29.297119,2025-01-30 05:04:29.297119
84919,6,True,Police,2025-01-30 14:21:15.918579,2025-01-30 13:42:15.918579,2025-01-30 14:27:15.918579
723090,172,False,Manage,2025-01-29 19:39:16.316773,2025-01-29 19:27:16.316773,2025-01-29 19:50:16.316773
621139,36,True,Story,2025-01-30 06:00:46.939290,2025-01-30 05:53:46.939290,2025-01-30 06:11:46.939290
644287,130,False,Force,2025-01-30 16:01:42.818467,2025-01-30 15:21:42.818467,2025-01-30 16:19:42.818467
91331,27,False,Manage,2025-01-29 19:44:17.450932,2025-01-29 19:35:17.450932,2025-01-29 20:01:17.450932
246326,53,True,Mrs,2025-01-29 21:00:15.973222,2025-01-29 20:49:15.973222,2025-01-29 21:16:15.973222
446072,64,False,Recognize,2025-01-29 19:16:54.372571,2025-01-29 19:01:54.372571,2025-01-29 19:26:54.372571
288068,129,False,Simple,2025-01-30 13:11:56.908772,2025-01-30 12:28:56.908772,2025-01-30 13:21:56.908772
307047,187,False,Free,2025-01-30 11:56:55.537472,2025-01-30 11:19:55.537472,2025-01-30 12:26:55.537472
576609,128,True,Free,2025-01-29 21:56:52.216680,2025-01-29 21:28:52.216680,2025-01-29 22:15:52.216680
842761,104,False,Mrs,2025-01-30 18:21:15.380681,2025-01-30 17:48:15.380681,2025-01-30 18:42:15.380681
573810,107,False,Police,2025-01-30 08:32:20.513043,2025-01-30 07:47:20.513043,2025-01-30 08:50:20.513043
399852,144,False,Other,2025-01-30 07:05:30.105850,2025-01-30 06:30:30.105850,2025-01-30 07:31:30.105850
869491,69,False,Why,2025-01-30 01:23:43.608624,2025-01-30 00:40:43.608624,2025-01-30 01:40:43.608624
817911,171,False,Allow,2025-01-30 18:00:27.353702,2025-01-30 17:08:27.353702,2025-01-30 18:26:27.353702
661547,2,False,Manage,2025-01-29 20:11:19.387279,2025-01-29 19:30:19.387279,2025-01-29 20:39:19.387279
589177,151,False,She,2025-01-30 16:48:59.207994,2025-01-30 16:27:59.207994,2025-01-30 16:51:59.207994
354268,190,False,Any,2025-01-30 15:20:21.434259,2025-01-30 14:46:21.434259,2025-01-30 15:31:21.434259
804829,66,True,Manage,2025-01-30 04:45:57.445155,2025-01-30 03:47:57.445155,2025-01-30 05:04:57.445155
599249,122,False,Color,2025-01-29 20:15:31.682293,2025-01-29 20:12:31.682293,2025-01-29 20:41:31.682293
689204,77,False,Training,2025-01-30 05:58:35.170468,2025-01-30 05:36:35.170468,2025-01-30 06:06:35.170468
636286,61,False,Floor,2025-01-30 13:22:38.836921,2025-01-30 12:33:38.836921,2025-01-30 13:26:38.836921
647385,45,False,Free,2025-01-30 11:24:19.077747,2025-01-30 10:24:19.077747,2025-01-30 11:46:19.077747
591331,198,False,Training,2025-01-29 20:31:36.135499,2025-01-29 19:34:36.135499,2025-01-29 20:33:36.135499
489579,19,False,Story,2025-01-30 15:04:30.351558,2025-01-30 14:30:30.351558,2025-01-30 15:17:30.351558
624035,39,False,Recognize,2025-01-30 09:37:54.607268,2025-01-30 09:14:54.607268,2025-01-30 09:43:54.607268
387695,110,False,Why,2025-01-30 03:46:16.422809,2025-01-30 03:12:16.422809,2025-01-30 04:15:16.422809
247698,63,True,Allow,2025-01-29 20:39:44.969253,2025-01-29 20:20:44.969253,2025-01-29 20:57:44.969253
996056,3,False,Simple,2025-01-29 23:36:41.234567,2025-01-29 23:16:41.234567,2025-01-29 23:46:41.234567
651094,133,False,Recognize,2025-01-30 01:11:33.977048,2025-01-30 00:23:33.977048,2025-01-30 01:15:33.977048
495812,160,False,Manage,2025-01-30 00:11:10.429024,2025-01-29 23:23:10.429024,2025-01-30 00:18:10.429024
107972,68,False,Why,2025-01-30 03:29:01.087014,2025-01-30 02:42:01.087014,2025-01-30 03:47:01.087014
436518,196,False,Recognize,2025-01-30 16:39:45.292598,2025-01-30 16:34:45.292598,2025-01-30 16:41:45.292598
773150,43,False,Happen,2025-01-29 20:55:18.560761,2025-01-29 20:53:18.560761,2025-01-29 21:01:18.560761
21547,109,False,Free,2025-01-30 04:12:11.096948,2025-01-30 03:41:11.096948,2025-01-30 04:29:11.096948
139887,182,False,Other,2025-01-30 10:55:07.867179,2025-01-30 10:25:07.867179,2025-01-30 11:11:07.867179
77900,168,True,Manage,2025-01-30 12:32:59.679785,2025-01-30 11:52:59.679785,2025-01-30 12:54:59.679785
657584,23,False,Force,2025-01-30 02:40:54.739406,2025-01-30 02:06:54.739406,2025-01-30 03:00:54.739406
819288,94,False,Mrs,2025-01-30 11:10:04.355316,2025-01-30 10:20:04.355316,2025-01-30 11:23:04.355316
144865,186,False,Training,2025-01-29 22:18:40.003298,2025-01-29 22:04:40.003298,2025-01-29 22:43:40.003298
22036,164,False,Free,2025-01-30 08:12:02.086904,2025-01-30 07:44:02.086904,2025-01-30 08:29:02.086904
993656,122,False,Allow,2025-01-30 05:32:56.729859,2025-01-30 04:47:56.729859,2025-01-30 05:40:56.729859
243826,165,False,Color,2025-01-30 14:23:01.058050,2025-01-30 13:56:01.058050,2025-01-30 14:47:01.058050
672316,66,False,Story,2025-01-30 13:41:27.341530,2025-01-30 13:10:27.341530,2025-01-30 14:00:27.341530
400239,92,False,Simple,2025-01-30 00:21:07.978822,2025-01-30 00:13:07.978822,2025-01-30 00:40:07.978822
499027,137,False,Simple,2025-01-30 04:49:39.502178,2025-01-30 03:57:39.502178,2025-01-30 04:53:39.502178
108438,166,False,Other,2025-01-29 23:58:06.243041,2025-01-29 23:05:06.243041,2025-01-30 00:22:06.243041
216076,144,False,Simple,2025-01-30 17:26:08.334046,2025-01-30 17:21:08.334046,2025-01-30 17:34:08.334046
709838,83,False,Any,2025-01-30 15:51:17.727769,2025-01-30 15:05:17.727769,2025-01-30 16:02:17.727769
687904,14,False,Any,2025-01-30 02:00:53.859889,2025-01-30 01:22:53.859889,2025-01-30 02:07:53.859889
62581,110,False,Simple,2025-01-30 11:23:31.598590,2025-01-30 10:47:31.598590,2025-01-30 11:36:31.598590
974347,82,False,Recognize,2025-01-29 22:47:32.308816,2025-01-29 22:01:32.308816,2025-01-29 22:48:32.308816
441709,160,False,Other,2025-01-30 02:05:50.118754,2025-01-30 01:43:50.118754,2025-01-30 02:35:50.118754
41262,108,True,Why,2025-01-29 23:52:36.394797,2025-01-29 23:42:36.394797,2025-01-30 00:06:36.394797
441978,80,False,Any,2025-01-30 08:07:38.282427,2025-01-30 07:21:38.282427,2025-01-30 08:19:38.282427
333751,81,False,Manage,2025-01-30 01:26:43.301010,2025-01-30 01:01:43.301010,2025-01-30 01:29:43.301010
231889,160,False,Police,2025-01-30 01:43:59.330308,2025-01-30 01:21:59.330308,2025-01-30 02:03:59.330308
306512,27,True,Color,2025-01-29 20:51:57.976491,2025-01-29 20:17:57.976491,2025-01-29 21:20:57.976491
372000,168,False,Force,2025-01-29 21:23:17.559932,2025-01-29 20:52:17.559932,2025-01-29 21:50:17.559932
622291,79,False,Color,2025-01-30 02:06:06.712434,2025-01-30 01:57:06.712434,2025-01-30 02:36:06.712434
283007,144,False,Allow,2025-01-30 00:48:37.716790,2025-01-30 00:02:37.716790,2025-01-30 01:18:37.716790
615707,47,False,Color,2025-01-30 06:24:06.330338,2025-01-30 05:26:06.330338,2025-01-30 06:48:06.330338
197938,25,False,Happen,2025-01-30 14:06:06.255532,2025-01-30 13:21:06.255532,2025-01-30 14:15:06.255532
412068,82,False,Almost,2025-01-30 12:49:03.358262,2025-01-30 12:18:03.358262,2025-01-30 13:11:03.358262
832782,74,False,Manage,2025-01-30 07:55:14.779067,2025-01-30 07:36:14.779067,2025-01-30 08:11:14.779067
811036,182,False,Other,2025-01-30 16:45:00.991026,2025-01-30 16:05:00.991026,2025-01-30 17:15:00.991026
215952,148,True,Floor,2025-01-30 12:30:57.339526,2025-01-30 11:31:57.339526,2025-01-30 12:53:57.339526
423096,45,False,She,2025-01-30 15:03:00.926854,2025-01-30 14:20:00.926854,2025-01-30 15:24:00.926854
607916,62,False,Free,2025-01-30 05:29:54.198120,2025-01-30 04:59:54.198120,2025-01-30 05:43:54.198120
785896,49,False,Story,2025-01-29 19:38:53.111777,2025-01-29 19:08:53.111777,2025-01-29 19:54:53.111777
724672,114,False,Create,2025-01-30 07:48:41.476532,2025-01-30 07:46:41.476532,2025-01-30 08:12:41.476532
889915,14,False,She,2025-01-30 08:24:47.480921,2025-01-30 07:27:47.480921,2025-01-30 08:28:47.480921
78837,145,True,Manage,2025-01-30 02:30:40.220997,2025-01-30 01:53:40.220997,2025-01-30 02:40:40.220997
81422,170,False,Almost,2025-01-30 16:58:18.053840,2025-01-30 16:49:18.053840,2025-01-30 17:20:18.053840
548409,112,False,Almost,2025-01-29 21:55:26.527163,2025-01-29 21:47:26.527163,2025-01-29 22:18:26.527163
463189,102,False,Simple,2025-01-29 23:08:08.632095,2025-01-29 22:12:08.632095,2025-01-29 23:23:08.632095
243692,163,True,Recognize,2025-01-30 13:44:31.181441,2025-01-30 13:36:31.181441,2025-01-30 14:00:31.181441
542445,120,False,Simple,2025-01-30 09:36:01.559891,2025-01-30 08:40:01.559891,2025-01-30 09:42:01.559891
183207,144,False,Why,2025-01-30 14:53:21.062140,2025-01-30 14:49:21.062140,2025-01-30 15:20:21.062140
803877,194,False,Police,2025-01-30 01:40:09.454593,2025-01-30 01:28:09.454593,2025-01-30 01:52:09.454593
448276,178,True,Create,2025-01-30 05:47:19.491915,2025-01-30 05:22:19.491915,2025-01-30 06:15:19.491915
833395,136,False,Why,2025-01-29 19:58:45.173048,2025-01-29 19:40:45.173048,2025-01-29 20:27:45.173048
809222,176,True,Allow,2025-01-30 01:35:15.146459,2025-01-30 01:31:15.146459,2025-01-30 01:38:15.146459
495372,172,False,Any,2025-01-30 01:57:41.847531,2025-01-30 01:41:41.847531,2025-01-30 02:15:41.847531
874753,37,False,Recognize,2025-01-30 10:59:14.227221,2025-01-30 10:03:14.227221,2025-01-30 11:03:14.227221
185582,116,True,Allow,2025-01-29 18:46:30.524145,2025-01-29 18:41:30.524145,2025-01-29 19:05:30.524145
559081,105,False,Police,2025-01-29 19:05:52.059671,2025-01-29 18:41:52.059671,2025-01-29 19:21:52.059671
27805,28,False,Floor,2025-01-30 05:21:49.077966,2025-01-30 04:55:49.077966,2025-01-30 05:23:49.077966
119584,48,False,Allow,2025-01-30 03:58:01.243802,2025-01-30 03:51:01.243802,2025-01-30 04:28:01.243802
394275,38,False,Story,2025-01-30 18:12:18.137243,2025-01-30 17:39:18.137243,2025-01-30 18:30:18.137243
452608,134,False,Why,2025-01-30 01:45:32.142477,2025-01-30 00:46:32.142477,2025-01-30 01:55:32.142477
991063,44,False,Happen,2025-01-29 21:08:24.921535,2025-01-29 20:13:24.921535,2025-01-29 21:21:24.921535
968679,186,False,Any,2025-01-30 05:27:06.913939,2025-01-30 04:54:06.913939,2025-01-30 05:42:06.913939
66011,50,False,Force,2025-01-30 08:52:04.752380,2025-01-30 08:51:04.752380,2025-01-30 08:57:04.752380
359665,167,True,Create,2025-01-30 06:46:14.132381,2025-01-30 06:15:14.132381,2025-01-30 07:09:14.132381
196305,140,False,Other,2025-01-30 15:13:57.500366,2025-01-30 14:13:57.500366,2025-01-30 15:39:57.500366
835646,43,False,Almost,2025-01-29 23:03:38.520235,2025-01-29 22:59:38.520235,2025-01-29 23:21:38.520235
785913,143,False,Happen,2025-01-30 06:18:33.887181,2025-01-30 05:22:33.887181,2025-01-30 06:37:33.887181
190601,157,True,Any,2025-01-30 00:26:12.807023,2025-01-29 23:55:12.807023,2025-01-30 00:29:12.807023
916530,149,False,Free,2025-01-30 00:04:57.574505,2025-01-29 23:42:57.574505,2025-01-30 00:24:57.574505
235336,95,False,Almost,2025-01-30 18:00:10.305228,2025-01-30 17:32:10.305228,2025-01-30 18:08:10.305228
221175,126,True,Why,2025-01-30 02:43:58.031056,2025-01-30 02:16:58.031056,2025-01-30 02:54:58.031056
323238,63,False,Story,2025-01-30 09:00:53.995621,2025-01-30 08:31:53.995621,2025-01-30 09:17:53.995621
519068,187,False,Happen,2025-01-29 22:51:23.750000,2025-01-29 22:16:23.750000,2025-01-29 23:12:23.750000
608126,151,False,Free,2025-01-30 01:21:40.657759,2025-01-30 01:12:40.657759,2025-01-30 01:32:40.657759
959927,93,False,Recognize,2025-01-29 19:59:13.775993,2025-01-29 19:48:13.775993,2025-01-29 20:28:13.775993
743651,15,False,Other,2025-01-29 20:16:29.899235,2025-01-29 19:42:29.899235,2025-01-29 20:25:29.899235
408238,173,False,Story,2025-01-29 22:00:57.740761,2025-01-29 21:22:57.740761,2025-01-29 22:22:57.740761
172654,160,False,Allow,2025-01-30 08:45:05.664256,2025-01-30 08:28:05.664256,2025-01-30 09:10:05.664256
790155,160,False,Create,2025-01-30 17:53:35.525585,2025-01-30 16:53:35.525585,2025-01-30 18:17:35.525585
466156,129,False,Almost,2025-01-29 20:36:51.667826,2025-01-29 20:05:51.667826,2025-01-29 20:51:51.667826
24343,149,False,Training,2025-01-30 13:39:58.816701,2025-01-30 12:42:58.816701,2025-01-30 13:54:58.816701
745106,198,False,Other,2025-01-30 18:18:28.350616,2025-01-30 17:36:28.350616,2025-01-30 18:22:28.350616
371007,6,True,Training,2025-01-30 00:01:01.265222,2025-01-29 23:37:01.265222,2025-01-30 00:20:01.265222
403140,33,False,Mrs,2025-01-30 12:51:00.784782,2025-01-30 11:53:00.784782,2025-01-30 13:08:00.784782
617083,128,False,Why,2025-01-30 05:41:33.030681,2025-01-30 05:21:33.030681,2025-01-30 06:01:33.030681
614071,68,True,Recognize,2025-01-30 07:04:52.042520,2025-01-30 06:25:52.042520,2025-01-30 07:27:52.042520
152803,10,False,Allow,2025-01-30 04:52:49.080896,2025-01-30 04:23:49.080896,2025-01-30 05:13:49.080896
913363,91,False,Free,2025-01-30 02:19:35.481368,2025-01-30 01:30:35.481368,2025-01-30 02:25:35.481368
487030,15,False,She,2025-01-29 21:58:44.511963,2025-01-29 21:03:44.511963,2025-01-29 22:01:44.511963
359889,165,False,Floor,2025-01-29 23:57:44.388725,2025-01-29 23:38:44.388725,2025-01-30 00:11:44.388725
707928,81,False,Brother,2025-01-30 10:42:41.666169,2025-01-30 10:36:41.666169,2025-01-30 11:00:41.666169
808750,152,False,Force,2025-01-29 19:58:39.478170,2025-01-29 19:02:39.478170,2025-01-29 20:23:39.478170
150580,151,False,Recognize,2025-01-30 00:44:40.253673,2025-01-30 00:40:40.253673,2025-01-30 00:46:40.253673
587126,141,True,Force,2025-01-30 09:41:37.034855,2025-01-30 08:51:37.034855,2025-01-30 09:44:37.034855
554118,136,False,Happen,2025-01-30 05:50:14.216525,2025-01-30 05:17:14.216525,2025-01-30 06:08:14.216525
171022,126,False,Force,2025-01-30 11:56:34.734616,2025-01-30 11:20:34.734616,2025-01-30 12:17:34.734616
746284,69,False,Color,2025-01-30 17:14:00.747800,2025-01-30 17:02:00.747800,2025-01-30 17:40:00.747800
361453,141,False,Simple,2025-01-30 11:26:15.809541,2025-01-30 10:43:15.809541,2025-01-30 11:52:15.809541
862221,172,False,Happen,2025-01-29 22:29:28.767648,2025-01-29 22:10:28.767648,2025-01-29 22:37:28.767648
794328,173,False,Recognize,2025-01-30 04:52:39.737284,2025-01-30 04:31:39.737284,2025-01-30 05:04:39.737284
397602,20,False,Manage,2025-01-29 18:58:09.522813,2025-01-29 18:53:09.522813,2025-01-29 19:17:09.522813
268498,129,False,Floor,2025-01-30 15:09:03.287282,2025-01-30 14:26:03.287282,2025-01-30 15:35:03.287282
612732,196,False,Police,2025-01-30 11:53:46.235362,2025-01-30 11:18:46.235362,2025-01-30 12:03:46.235362
98362,82,False,Any,2025-01-30 11:41:45.605407,2025-01-30 10:45:45.605407,2025-01-30 11:52:45.605407
971269,40,False,Allow,2025-01-30 17:44:18.575639,2025-01-30 17:04:18.575639,2025-01-30 17:52:18.575639
229110,63,False,Police,2025-01-30 16:17:09.943420,2025-01-30 15:31:09.943420,2025-01-30 16:30:09.943420
943630,149,False,Force,2025-01-30 12:47:43.991024,2025-01-30 12:06:43.991024,2025-01-30 13:09:43.991024
370367,66,False,Force,2025-01-30 04:37:37.204424,2025-01-30 04:04:37.204424,2025-01-30 04:42:37.204424
845164,181,True,Happen,2025-01-29 20:05:45.971384,2025-01-29 19:14:45.971384,2025-01-29 20:12:45.971384
273113,100,True,Manage,2025-01-29 21:51:48.172210,2025-01-29 21:31:48.172210,2025-01-29 22:07:48.172210
851578,66,False,Training,2025-01-30 06:03:26.932860,2025-01-30 05:49:26.932860,2025-01-30 06:32:26.932860
398838,176,False,Police,2025-01-29 19:36:31.031010,2025-01-29 18:40:31.031010,2025-01-29 19:45:31.031010
565430,158,False,Color,2025-01-30 12:58:40.035015,2025-01-30 12:43:40.035015,2025-01-30 13:26:40.035015
642341,148,False,Almost,2025-01-30 03:56:03.652167,2025-01-30 03:27:03.652167,2025-01-30 04:15:03.652167
322410,152,False,Color,2025-01-30 06:17:57.581573,2025-01-30 05:52:57.581573,2025-01-30 06:34:57.581573
363091,129,False,Recognize,2025-01-30 06:26:35.888929,2025-01-30 05:51:35.888929,2025-01-30 06:32:35.888929
311140,24,True,Recognize,2025-01-30 13:53:42.096879,2025-01-30 13:19:42.096879,2025-01-30 13:58:42.096879
466369,42,False,Simple,2025-01-29 22:44:33.170091,2025-01-29 22:41:33.170091,2025-01-29 23:14:33.170091
564469,150,False,Manage,2025-01-30 03:03:47.924117,2025-01-30 02:19:47.924117,2025-01-30 03:23:47.924117
84027,155,False,She,2025-01-30 01:44:03.318163,2025-01-30 01:08:03.318163,2025-01-30 01:59:03.318163
73503,128,True,Floor,2025-01-30 06:09:37.112049,2025-01-30 05:39:37.112049,2025-01-30 06:14:37.112049
813486,86,False,Almost,2025-01-30 17:40:11.869128,2025-01-30 16:50:11.869128,2025-01-30 18:04:11.869128
969612,37,True,Any,2025-01-30 07:25:37.181331,2025-01-30 07:06:37.181331,2025-01-30 07:41:37.181331
531745,197,False,Recognize,2025-01-30 04:04:14.461141,2025-01-30 03:27:14.461141,2025-01-30 04:21:14.461141
315788,79,False,Happen,2025-01-29 20:48:55.793137,2025-01-29 20:43:55.793137,2025-01-29 20:54:55.793137
84917,118,False,Simple,2025-01-30 02:36:06.582037,2025-01-30 02:26:06.582037,2025-01-30 02:53:06.582037
824476,37,True,Simple,2025-01-30 10:34:33.454985,2025-01-30 09:57:33.454985,2025-01-30 10:43:33.454985
725908,200,False,Allow,2025-01-30 06:34:43.648973,2025-01-30 05:58:43.648973,2025-01-30 06:35:43.648973
503232,47,False,Simple,2025-01-30 12:22:57.696037,2025-01-30 11:56:57.696037,2025-01-30 12:30:57.696037
640383,16,False,Free,2025-01-30 02:19:55.965301,2025-01-30 01:31:55.965301,2025-01-30 02:39:55.965301
264830,83,True,Other,2025-01-30 05:19:25.760577,2025-01-30 04:31:25.760577,2025-01-30 05:44:25.760577
373047,30,False,Create,2025-01-30 10:36:39.079972,2025-01-30 09:47:39.079972,2025-01-30 10:43:39.079972
65087,28,False,Free,2025-01-30 10:31:35.895997,2025-01-30 10:03:35.895997,2025-01-30 11:01:35.895997
233644,134,True,Mrs,2025-01-29 20:33:57.769035,2025-01-29 19:35:57.769035,2025-01-29 20:39:57.769035
151161,156,False,Create,2025-01-30 15:47:33.771662,2025-01-30 15:18:33.771662,2025-01-30 16:11:33.771662
783321,182,False,Free,2025-01-30 17:26:38.722137,2025-01-30 16:54:38.722137,2025-01-30 17:47:38.722137
889453,97,False,Training,2025-01-30 00:55:17.825808,2025-01-30 00:08:17.825808,2025-01-30 01:23:17.825808
790594,129,False,Any,2025-01-29 19:20:40.696146,2025-01-29 18:46:40.696146,2025-01-29 19:25:40.696146
153956,105,True,She,2025-01-29 22:38:43.235951,2025-01-29 21:44:43.235951,2025-01-29 22:42:43.235951
199315,160,True,Allow,2025-01-30 17:57:33.315086,2025-01-30 17:29:33.315086,2025-01-30 18:14:33.315086
784123,64,False,Happen,2025-01-30 10:24:19.382102,2025-01-30 09:26:19.382102,2025-01-30 10:32:19.382102
412612,7,False,Almost,2025-01-30 12:07:04.669669,2025-01-30 11:22:04.669669,2025-01-30 12:29:04.669669
781069,39,False,Other,2025-01-30 02:35:00.157758,2025-01-30 02:06:00.157758,2025-01-30 02:41:00.157758
826804,130,False,Story,2025-01-30 07:55:14.171409,2025-01-30 07:49:14.171409,2025-01-30 08:07:14.171409
14125,38,False,Recognize,2025-01-30 13:30:33.177644,2025-01-30 12:38:33.177644,2025-01-30 13:36:33.177644
502460,30,False,Create,2025-01-30 03:46:11.873285,2025-01-30 02:57:11.873285,2025-01-30 04:12:11.873285
434206,64,False,Mrs,2025-01-30 00:23:24.454215,2025-01-29 23:40:24.454215,2025-01-30 00:25:24.454215
405081,164,False,Free,2025-01-30 16:40:54.548224,2025-01-30 15:50:54.548224,2025-01-30 17:08:54.548224
3614,170,False,Create,2025-01-30 04:15:24.322712,2025-01-30 03:34:24.322712,2025-01-30 04:38:24.322712
252205,134,False,Allow,2025-01-30 16:01:49.912978,2025-01-30 15:58:49.912978,2025-01-30 16:20:49.912978
965042,129,False,She,2025-01-30 00:59:57.254442,2025-01-30 00:58:57.254442,2025-01-30 01:04:57.254442
111369,44,False,Happen,2025-01-30 09:10:54.302882,2025-01-30 08:29:54.302882,2025-01-30 09:17:54.302882
982974,102,False,Other,2025-01-29 22:41:02.378141,2025-01-29 22:21:02.378141,2025-01-29 22:42:02.378141
941789,150,True,Other,2025-01-30 16:37:32.297157,2025-01-30 16:24:32.297157,2025-01-30 16:41:32.297157
793795,89,True,Manage,2025-01-29 23:14:12.061297,2025-01-29 22:19:12.061297,2025-01-29 23:33:12.061297
570043,125,False,She,2025-01-30 13:10:15.831684,2025-01-30 12:50:15.831684,2025-01-30 13:37:15.831684
706499,18,False,Recognize,2025-01-29 22:25:23.897359,2025-01-29 22:00:23.897359,2025-01-29 22:54:23.897359
554429,112,True,Training,2025-01-30 03:01:14.148113,2025-01-30 02:44:14.148113,2025-01-30 03:29:14.148113
