id,user_id,event_name,page_id,created_at
3052138,11,He,10,2025-01-30 02:16:39.322462
17650237,96,Rate,8,2025-01-30 09:36:50.699705
37557314,85,He,8,2025-01-30 11:57:48.893059
24128323,118,Leg,11,2025-01-29 19:13:15.770850
3405755,182,Quite,11,2025-01-30 14:17:34.009712
21280163,40,Sit,6,2025-01-30 17:21:04.115855
34146193,152,House,10,2025-01-29 22:22:56.630386
1788985,16,Rate,5,2025-01-29 19:25:05.762964
22497104,21,Statement,6,2025-01-30 07:55:45.008173
9952507,75,Body,20,2025-01-30 17:51:30.942852
15972588,158,Civil,17,2025-01-30 09:49:00.908308
34467105,3,Fund,14,2025-01-29 23:25:08.074827
16799037,82,Social,4,2025-01-30 03:22:01.218682
26740668,6,Sit,10,2025-01-30 03:55:48.629816
15677684,110,He,14,2025-01-29 21:28:10.586435
35742658,53,History,12,2025-01-30 09:22:12.087475
15587659,63,Leg,15,2025-01-29 23:00:47.548965
20571759,194,Body,18,2025-01-29 18:54:32.151107
38241726,155,Body,14,2025-01-30 02:08:17.219832
20338842,93,Quite,3,2025-01-30 12:37:05.195164
24229007,53,Statement,19,2025-01-30 14:01:36.432775
39106836,157,Quite,5,2025-01-30 01:11:10.014570
31758045,117,Charge,3,2025-01-30 03:16:47.141028
24250394,41,Sit,8,2025-01-29 22:24:57.811338
29069369,103,Approach,18,2025-01-30 12:19:01.360549
38126494,10,Statement,1,2025-01-30 01:53:39.986794
21415151,68,Record,6,2025-01-30 16:02:20.078570
18656508,67,Record,11,2025-01-30 01:15:08.084223
11829114,156,Social,1,2025-01-30 03:55:52.653312
30721770,77,Charge,18,2025-01-30 07:10:38.494436
36434999,8,Student,16,2025-01-30 01:43:13.435324
1112804,131,Charge,9,2025-01-30 04:12:09.814403
34090886,125,Leg,18,2025-01-29 23:25:12.843152
18659950,6,Sit,6,2025-01-29 20:08:17.640626
38506663,165,He,16,2025-01-30 04:38:21.218418
24876704,166,Body,6,2025-01-30 13:29:29.375811
7791482,191,Approach,14,2025-01-29 22:47:31.700483
25999723,73,Charge,7,2025-01-30 11:57:14.695596
7839257,188,Approach,7,2025-01-30 11:14:49.503215
35336804,89,He,1,2025-01-30 12:33:51.722035
4283445,116,Student,15,2025-01-30 16:44:12.821213
21854708,113,Fund,1,2025-01-30 08:37:46.368298
2739652,47,House,5,2025-01-30 02:19:36.297154
31954075,125,Rate,11,2025-01-30 18:55:32.512618
6308719,94,Civil,1,2025-01-30 11:27:17.298093
16117187,35,Fund,10,2025-01-30 03:49:32.779501
4448981,146,Statement,1,2025-01-30 15:12:33.327287
18541220,129,Out,4,2025-01-30 07:55:39.567105
2856058,28,Social,6,2025-01-30 14:39:42.856948
25692635,164,Quite,17,2025-01-30 06:25:05.893458
19109808,192,He,3,2025-01-30 07:48:41.448878
27079703,195,Organization,18,2025-01-30 07:12:21.247011
22972834,41,History,8,2025-01-29 22:25:42.057266
5379006,128,Statement,15,2025-01-30 12:18:55.357332
2348396,179,Out,13,2025-01-30 11:07:58.626084
36076337,41,Approach,5,2025-01-30 12:39:03.319956
7582085,17,Leg,12,2025-01-29 23:51:46.101903
1467687,126,South,12,2025-01-30 12:23:56.009390
16029815,164,Civil,17,2025-01-30 06:20:26.029983
5040360,71,He,3,2025-01-30 03:11:04.140781
27453404,95,Quite,4,2025-01-30 11:36:23.827878
33809058,54,History,1,2025-01-30 16:28:47.581566
5518756,28,Student,7,2025-01-30 17:49:27.670504
38140435,34,South,19,2025-01-30 13:50:21.604053
2797393,68,Leg,6,2025-01-30 01:27:22.679060
20286649,139,Record,4,2025-01-30 11:01:31.337561
535727,20,Fund,14,2025-01-30 09:35:36.988530
29217137,70,South,9,2025-01-30 08:50:17.956253
12121013,184,Social,8,2025-01-30 04:42:56.620202
23258767,156,House,2,2025-01-30 18:26:57.635386
33608121,56,House,9,2025-01-29 21:53:37.106122
7770629,92,Statement,7,2025-01-30 11:12:55.032732
23899200,47,Fund,11,2025-01-30 11:05:17.093217
15642942,104,Statement,6,2025-01-29 20:58:22.607574
29309509,55,Civil,7,2025-01-30 11:04:37.488682
21770642,102,Civil,13,2025-01-29 22:38:33.504028
15536683,167,Next,3,2025-01-30 12:33:39.833135
4239652,109,Record,4,2025-01-29 19:24:28.179207
5691779,171,Next,12,2025-01-30 08:51:52.022064
38000063,31,Body,18,2025-01-30 07:03:11.250071
12089375,81,Civil,7,2025-01-29 23:18:32.314750
2437890,187,House,11,2025-01-30 16:50:22.837909
37064906,180,Statement,19,2025-01-30 01:53:29.861695
24629637,144,Body,7,2025-01-30 13:13:44.907262
267059,155,Approach,9,2025-01-29 20:43:09.574875
4258657,164,Social,18,2025-01-30 12:55:15.095220
1219671,139,Record,10,2025-01-30 15:20:32.912739
8919305,103,Out,18,2025-01-30 12:19:22.186471
37592123,100,Social,12,2025-01-29 19:18:53.718705
32928394,113,Organization,1,2025-01-30 08:31:27.934330
21501348,1,South,1,2025-01-30 12:05:58.926052
9284009,184,Quite,4,2025-01-30 13:00:43.742007
5879457,32,Sit,6,2025-01-30 13:23:05.854235
1167569,116,He,9,2025-01-30 17:36:46.414581
26872323,126,Statement,15,2025-01-30 03:53:54.014223
11000923,179,Quite,6,2025-01-29 19:01:42.429639
7501402,70,Social,20,2025-01-30 09:13:21.000895
20553089,21,He,19,2025-01-30 12:29:00.786402
4819590,46,Charge,8,2025-01-30 04:43:59.711541
13286781,13,South,18,2025-01-30 05:41:31.170995
26997874,158,Out,17,2025-01-30 09:47:49.456049
37566983,98,South,12,2025-01-30 10:08:00.785233
38503327,101,Student,2,2025-01-30 01:28:18.580828
22665256,162,History,5,2025-01-29 19:37:26.817458
18948319,151,Social,5,2025-01-29 23:15:26.676628
32645404,81,Fund,17,2025-01-30 10:47:06.721071
10942199,162,Body,7,2025-01-30 17:05:53.337234
3289415,81,Record,7,2025-01-30 05:03:56.827598
2302866,39,Fund,9,2025-01-29 22:00:09.405595
20502126,37,Student,13,2025-01-30 02:45:44.296151
24982375,141,Sit,11,2025-01-30 02:57:53.094200
35836413,200,Fund,1,2025-01-29 20:00:27.629844
32062756,73,Quite,12,2025-01-29 22:19:08.011152
33329626,17,South,10,2025-01-29 22:04:38.893544
37706488,58,Organization,6,2025-01-29 20:27:09.549238
22010740,136,Fund,11,2025-01-30 13:05:20.709930
3969611,101,Fund,2,2025-01-30 11:37:58.520251
39426211,37,South,11,2025-01-30 03:43:24.897104
20083401,17,Body,10,2025-01-29 22:31:09.474676
34146143,1,Statement,17,2025-01-30 18:44:18.248930
24367636,63,House,7,2025-01-29 21:14:43.680828
9249485,189,Student,2,2025-01-30 08:24:29.542282
35891727,161,Sit,10,2025-01-29 22:46:09.429633
12218342,91,Quite,12,2025-01-29 19:51:27.851204
25515821,187,Rate,1,2025-01-30 07:02:03.194841
10868393,167,Quite,18,2025-01-29 22:16:41.742859
17107254,177,Statement,4,2025-01-30 08:45:11.186120
16249852,39,Social,17,2025-01-30 02:54:31.651965
35364944,166,History,19,2025-01-30 05:57:21.386784
28353165,15,Fund,16,2025-01-30 11:52:05.639986
15742776,142,Student,4,2025-01-30 07:46:42.739916
33799296,74,Quite,7,2025-01-30 05:52:39.600044
14069111,3,Organization,17,2025-01-30 14:43:36.725058
11362572,91,Quite,15,2025-01-30 10:09:38.694326
11608769,68,Organization,12,2025-01-30 08:42:47.413480
27926666,82,Civil,16,2025-01-30 01:34:56.194969
24680945,28,Record,7,2025-01-29 21:33:11.300321
4904430,72,Statement,20,2025-01-29 20:26:51.711528
7485103,126,Approach,1,2025-01-30 01:13:00.897794
10291540,200,Fund,6,2025-01-30 14:53:08.015392
27419278,82,Quite,8,2025-01-30 16:50:06.357647
5278930,46,Statement,3,2025-01-30 08:58:13.793888
12982336,184,House,8,2025-01-30 04:30:07.439705
28875623,92,House,17,2025-01-30 18:37:35.479214
3794975,121,Leg,2,2025-01-30 07:09:45.790699
2631531,157,Out,5,2025-01-30 08:31:34.317697
35775013,107,Leg,4,2025-01-30 13:30:35.420667
38401284,40,Approach,1,2025-01-30 04:14:11.944136
2053884,7,Sit,13,2025-01-30 07:46:53.531355
21165606,25,Charge,6,2025-01-30 02:21:24.008840
21559835,41,Record,19,2025-01-30 15:20:59.315336
15548259,68,Organization,7,2025-01-29 21:08:54.288948
9858501,128,Record,12,2025-01-29 19:07:06.603673
9982158,62,Out,18,2025-01-30 10:11:28.045692
26908705,56,Sit,4,2025-01-30 10:33:28.875895
1423242,131,Record,8,2025-01-29 19:34:38.090532
25077594,156,He,7,2025-01-30 11:43:14.403526
23994811,70,Sit,9,2025-01-30 08:40:48.993588
9432003,114,Charge,14,2025-01-30 13:05:32.330226
33889757,45,House,14,2025-01-29 20:00:01.733704
18395022,112,Out,5,2025-01-30 03:19:26.856105
5062304,82,Out,16,2025-01-30 01:18:23.661077
37854235,102,History,4,2025-01-29 22:25:32.783670
20004753,3,Record,8,2025-01-29 22:19:06.108375
21091451,40,Next,2,2025-01-30 19:04:19.875878
15572655,45,Statement,1,2025-01-30 06:08:07.098470
16528193,27,He,7,2025-01-30 11:00:19.016908
18371186,143,Next,17,2025-01-30 02:42:43.820546
32463736,50,Charge,1,2025-01-30 16:43:03.516495
3973590,75,Approach,5,2025-01-30 14:39:28.288638
37255563,179,Civil,8,2025-01-30 12:08:47.371928
37064558,165,Civil,16,2025-01-30 03:03:46.227884
34212845,96,Fund,5,2025-01-30 08:20:56.461134
9695968,147,He,6,2025-01-30 16:21:39.623007
32403127,3,Record,16,2025-01-30 05:13:39.165703
13699525,51,House,12,2025-01-30 03:47:50.454757
627024,117,South,11,2025-01-30 10:22:31.676922
38061084,52,South,18,2025-01-30 00:18:54.115771
5343371,129,Charge,9,2025-01-30 00:50:43.625377
26102319,113,Sit,19,2025-01-30 02:25:37.333490
7991158,146,South,16,2025-01-30 04:47:21.054869
16858445,2,South,2,2025-01-30 04:45:29.623180
28260177,148,South,20,2025-01-30 14:39:05.240068
19191825,105,South,6,2025-01-30 16:57:19.061244
7510404,113,South,16,2025-01-30 16:30:19.646895
8697751,159,Leg,12,2025-01-30 00:16:44.019990
36099059,170,He,4,2025-01-30 07:46:17.032707
5739828,102,Body,13,2025-01-29 22:40:02.610571
27517392,39,Record,20,2025-01-30 06:50:44.206744
33227368,77,Next,4,2025-01-30 11:11:10.359025
1725857,43,Student,12,2025-01-30 00:51:45.724651
36676753,49,Body,6,2025-01-30 10:27:02.602037
25875868,50,Next,15,2025-01-30 12:53:37.567115
5415284,158,Approach,1,2025-01-30 11:58:26.233451
9434422,112,Quite,5,2025-01-30 03:26:00.754747
29380801,169,Social,3,2025-01-30 12:47:52.045511
22727681,195,Statement,18,2025-01-30 07:03:10.886120
20463441,34,Record,20,2025-01-30 12:14:47.389006
20257648,183,Next,10,2025-01-30 17:15:42.565937
34801603,2,Social,12,2025-01-29 19:20:44.576165
28728882,103,Approach,18,2025-01-30 12:08:59.426400
2696851,179,Fund,3,2025-01-30 00:16:40.156043
561947,146,Approach,2,2025-01-30 08:54:09.804044
35510924,22,Approach,17,2025-01-30 18:07:50.279808
24176450,132,South,11,2025-01-30 05:49:24.374215
5527685,117,Record,8,2025-01-30 17:45:38.710109
12878714,62,Quite,18,2025-01-30 10:11:59.106617
19336655,85,Next,10,2025-01-30 03:40:11.834759
9351252,128,Quite,13,2025-01-30 10:22:08.953234
12982683,115,Record,3,2025-01-30 07:36:27.848714
18830407,168,Statement,4,2025-01-29 20:07:59.551687
517611,37,Body,5,2025-01-30 14:34:12.320358
16808513,75,Sit,2,2025-01-29 23:39:38.428394
25012364,5,Sit,5,2025-01-30 08:37:37.866373
13152299,49,Out,8,2025-01-30 15:51:13.973552
34847993,158,Organization,20,2025-01-30 09:26:58.109287
35590194,51,History,12,2025-01-30 03:53:55.421680
30686994,110,Body,2,2025-01-30 14:21:05.906772
5482204,69,Next,6,2025-01-30 08:18:32.372517
6506113,200,Fund,14,2025-01-30 04:42:57.082096
25882493,185,Sit,18,2025-01-29 20:24:26.814586
13233305,43,Statement,16,2025-01-30 15:00:56.749661
33890675,68,Fund,20,2025-01-29 21:44:55.184762
23353860,58,Out,6,2025-01-30 04:55:30.542509
10266431,142,History,5,2025-01-30 12:10:24.328048
3807653,164,Quite,7,2025-01-30 17:07:55.276333
10723626,116,House,15,2025-01-30 16:59:41.792277
6466024,163,Charge,13,2025-01-30 15:53:09.372390
30440712,113,Statement,4,2025-01-30 06:38:29.401799
37917004,179,Out,10,2025-01-30 02:32:48.290555
37181258,73,Quite,16,2025-01-30 12:17:45.164527
7267338,113,Statement,16,2025-01-30 16:37:41.806593
14508084,114,Record,18,2025-01-29 23:28:25.854022
36627026,111,Body,4,2025-01-30 10:53:21.875609
22371461,15,Out,2,2025-01-30 07:14:27.878102
13886898,21,Approach,14,2025-01-30 06:44:54.217175
27949422,64,Sit,14,2025-01-30 01:08:41.895506
4398855,142,Rate,2,2025-01-30 06:35:31.070470
30686508,11,Quite,4,2025-01-29 23:49:29.391399
38583593,117,Sit,5,2025-01-30 15:19:51.817885
5072620,123,House,18,2025-01-30 12:55:09.806926
26602948,46,He,5,2025-01-30 02:24:16.120560
15664005,166,Organization,19,2025-01-30 05:42:50.692252
32384386,47,Record,11,2025-01-30 11:29:17.683666
21654258,133,Charge,4,2025-01-30 08:53:20.702609
36766021,115,Record,3,2025-01-30 07:32:02.850140
16088829,68,South,1,2025-01-30 17:51:36.304461
31277413,103,House,7,2025-01-30 10:14:04.707852
36647794,1,Body,10,2025-01-30 14:28:33.649566
21962413,162,He,7,2025-01-30 17:05:22.887002
35956190,46,Statement,1,2025-01-30 14:59:49.065672
3878027,73,Out,16,2025-01-30 12:15:42.128580
10193788,102,Organization,2,2025-01-30 07:04:22.896022
10184148,111,Student,19,2025-01-30 00:07:24.388229
13519280,58,Approach,9,2025-01-30 00:16:49.219795
31041652,129,Rate,3,2025-01-30 14:57:18.083915
36978190,174,Sit,2,2025-01-30 06:25:37.610743
9646674,140,Next,6,2025-01-29 21:26:03.998653
4586169,44,He,19,2025-01-29 23:23:54.871310
1715984,169,He,12,2025-01-30 09:18:14.889616
30599106,7,Charge,11,2025-01-29 20:19:36.643283
34293263,42,Leg,9,2025-01-30 15:28:02.744936
39570250,91,Out,6,2025-01-30 13:42:48.049483
11978031,32,Fund,13,2025-01-30 08:18:56.844794
24623738,107,Record,4,2025-01-30 13:32:27.154405
33522593,51,Quite,1,2025-01-30 05:01:29.437045
17637834,40,Next,6,2025-01-30 17:08:09.018812
20193884,112,He,14,2025-01-30 12:16:18.665312
18895848,79,Sit,3,2025-01-30 07:07:23.751281
19470617,84,Charge,11,2025-01-30 16:06:22.348097
823152,107,He,17,2025-01-30 10:39:54.693445
25639174,148,House,7,2025-01-30 13:34:00.548498
3280474,60,Student,5,2025-01-29 21:25:18.973174
20725681,152,Student,4,2025-01-30 15:29:14.258433
33665372,75,Organization,13,2025-01-30 00:12:42.638140
5864717,1,Quite,10,2025-01-30 14:31:47.851145
39989411,4,Record,16,2025-01-30 13:17:22.961224
11413946,96,South,12,2025-01-30 07:23:27.548195
8261829,137,South,5,2025-01-30 15:04:50.155575
35474420,141,Organization,5,2025-01-30 17:42:44.139758
30005058,145,Sit,12,2025-01-30 16:49:09.212809
2124365,46,South,16,2025-01-30 17:46:13.171284
11707579,59,Student,19,2025-01-30 10:10:38.824110
24783807,33,Record,10,2025-01-29 21:34:07.995948
12537118,89,Quite,19,2025-01-29 21:02:18.653337
20997889,29,He,2,2025-01-30 13:32:55.308462
19126692,53,Civil,19,2025-01-30 14:02:10.434839
3218225,50,Out,6,2025-01-30 03:53:03.327809
18543118,43,Leg,7,2025-01-30 06:07:14.420534
15095262,113,Social,3,2025-01-29 23:55:35.245071
22828599,137,He,2,2025-01-30 04:32:22.148541
8897276,67,Civil,11,2025-01-30 01:16:27.283391
34347491,83,Organization,9,2025-01-29 22:14:06.234144
10197057,6,Approach,3,2025-01-30 09:25:44.820477
10802161,160,Organization,19,2025-01-30 13:09:16.401415
25280354,128,Sit,6,2025-01-29 23:00:54.190432
18359042,184,House,2,2025-01-30 09:24:51.365383
23035318,129,South,5,2025-01-29 20:01:12.103498
12459281,48,South,6,2025-01-30 03:08:58.098072
3492768,137,South,5,2025-01-30 00:04:52.253031
13490791,144,Sit,2,2025-01-30 05:26:26.695368
36579767,171,House,7,2025-01-30 14:04:48.940919
4379713,124,Out,15,2025-01-30 00:31:06.280977
34563436,177,Next,6,2025-01-30 02:03:33.495692
20701888,143,Organization,16,2025-01-30 01:20:22.563006
19088874,57,Sit,1,2025-01-30 11:50:00.071245
36339679,120,Out,1,2025-01-29 22:55:23.639747
7065545,43,History,12,2025-01-30 01:18:55.781766
32090359,41,Rate,8,2025-01-29 22:32:42.086555
9271580,193,Charge,4,2025-01-29 19:18:39.018106
18846017,61,Next,17,2025-01-29 23:47:03.704818
16640148,98,House,6,2025-01-29 22:29:47.686035
24169346,194,Statement,17,2025-01-30 08:57:42.573673
30605728,34,House,6,2025-01-30 17:02:07.615753
12181503,15,Statement,16,2025-01-30 11:36:23.365893
12549373,193,Social,6,2025-01-29 19:53:25.867137
10428615,117,Record,12,2025-01-30 04:00:16.532407
1120730,28,Quite,7,2025-01-29 21:33:04.924197
26709966,34,Organization,14,2025-01-30 13:42:37.889426
8245580,40,Record,2,2025-01-30 18:12:12.568242
7888828,3,Statement,8,2025-01-29 22:01:01.445538
1006742,45,South,14,2025-01-30 01:00:03.297888
32016114,151,He,5,2025-01-29 23:39:49.962181
127133,109,History,20,2025-01-30 17:07:20.743374
18995183,173,He,11,2025-01-30 15:39:45.552970
30032081,46,Statement,10,2025-01-30 00:18:37.889942
20265120,166,Leg,5,2025-01-30 05:38:05.936252
16307244,65,Sit,16,2025-01-29 22:33:01.841297
29000754,84,Leg,11,2025-01-30 17:12:23.483790
26035537,15,Body,13,2025-01-30 01:12:10.929247
13263346,158,Sit,8,2025-01-30 05:05:11.842651
1270628,167,Body,9,2025-01-30 02:15:05.168077
17224497,6,Social,12,2025-01-30 10:44:41.921202
37032299,31,Quite,13,2025-01-30 09:42:27.014487
17397767,18,Statement,2,2025-01-29 19:51:34.872458
9020883,5,Fund,13,2025-01-30 05:48:56.130992
4681684,104,Leg,12,2025-01-30 07:49:36.264276
12523157,24,Civil,19,2025-01-29 23:41:18.618434
1962124,158,Approach,8,2025-01-30 03:43:29.440794
19692400,199,Next,4,2025-01-30 11:54:08.984208
17931531,103,Body,13,2025-01-30 12:29:52.652073
38093060,73,Leg,12,2025-01-29 22:18:38.369138
13378398,45,He,14,2025-01-30 00:42:00.751665
8755881,47,History,4,2025-01-30 04:56:53.974688
35809308,12,Record,16,2025-01-30 08:33:25.224102
22065893,164,Organization,7,2025-01-30 16:40:02.082415
1809032,11,Leg,4,2025-01-29 23:55:28.820009
11326032,49,Social,12,2025-01-29 21:27:31.877933
15181543,34,Fund,13,2025-01-30 08:16:20.397190
1280416,52,Organization,7,2025-01-30 07:28:59.970772
39265846,93,Fund,1,2025-01-29 22:19:15.607716
34845408,97,Statement,19,2025-01-29 21:49:14.509069
15724445,131,Out,9,2025-01-30 04:19:10.787899
33478982,67,Charge,10,2025-01-30 10:53:30.993701
6754066,199,He,4,2025-01-30 04:42:21.938288
3143919,6,Rate,8,2025-01-29 20:51:51.675280
6883119,46,Civil,16,2025-01-30 17:51:18.122575
21968966,139,Approach,5,2025-01-30 08:54:37.886346
34747060,64,Record,4,2025-01-29 21:48:29.676908
4214444,62,Statement,18,2025-01-30 10:10:37.963954
36550375,98,House,9,2025-01-30 10:57:02.743774
36387272,163,Out,15,2025-01-30 08:03:33.598655
29271905,171,Leg,4,2025-01-29 23:46:50.118767
3075017,1,Social,17,2025-01-30 18:09:46.617952
25590657,86,Civil,5,2025-01-30 01:54:01.524528
35875350,84,Social,11,2025-01-30 16:10:28.138069
35916342,113,Leg,9,2025-01-29 21:56:05.504346
8170300,186,Approach,8,2025-01-30 02:23:32.937653
34718536,27,Fund,18,2025-01-30 03:08:24.502034
13180622,73,Sit,1,2025-01-30 16:03:51.517328
12932409,61,South,1,2025-01-30 07:35:43.399643
9070446,28,Approach,15,2025-01-30 16:28:06.410280
31579720,137,Civil,5,2025-01-30 15:04:33.728999
37832063,2,Quite,12,2025-01-29 19:23:56.847424
8405029,117,Quite,4,2025-01-30 18:16:37.187162
10197074,84,Out,18,2025-01-30 16:03:02.262254
23970589,17,Student,6,2025-01-30 08:59:57.787864
31634649,16,Student,18,2025-01-30 03:06:30.507051
16384601,45,Student,19,2025-01-30 17:05:08.106579
7371634,101,Student,18,2025-01-30 14:50:23.994294
13498925,172,Organization,5,2025-01-30 11:42:30.051280
29687421,65,Next,12,2025-01-30 01:19:20.202333
36346111,22,Charge,10,2025-01-30 12:49:09.659874
37786442,103,Charge,17,2025-01-29 18:40:34.944975
30525750,114,South,18,2025-01-29 23:26:49.762585
25327546,21,South,19,2025-01-30 12:28:58.753121
10229569,193,Student,18,2025-01-30 02:50:30.034338
26386889,152,Quite,1,2025-01-29 21:06:01.968311
13685576,187,South,1,2025-01-30 07:02:23.383363
16158459,28,He,7,2025-01-29 21:30:44.364387
36931371,152,He,18,2025-01-30 06:36:34.561575
36041850,157,Social,19,2025-01-30 10:07:58.419135
15411573,96,Organization,20,2025-01-30 17:35:26.690454
6579908,43,Rate,7,2025-01-30 06:21:21.696351
37583084,109,Sit,11,2025-01-30 08:49:22.046585
37092808,52,Civil,18,2025-01-30 00:13:41.047421
13409287,42,History,9,2025-01-29 23:52:19.250017
25658238,162,Statement,18,2025-01-30 04:45:14.821723
16782138,167,Record,10,2025-01-29 23:36:04.254147
8842137,106,Sit,11,2025-01-29 19:08:44.917608
13356263,45,Social,19,2025-01-30 17:01:08.420074
10435324,107,Body,4,2025-01-30 13:26:42.876502
11617763,192,Quite,11,2025-01-29 21:18:38.291426
515962,170,Fund,6,2025-01-30 10:24:11.803532
7552599,8,Organization,13,2025-01-30 08:38:12.471616
19153393,120,Student,4,2025-01-30 09:35:37.934415
20859246,96,Approach,14,2025-01-29 19:29:45.670286
27078831,7,Next,17,2025-01-30 11:56:37.371946
14622491,186,Sit,2,2025-01-30 09:33:02.754013
19235506,168,Next,4,2025-01-29 20:28:35.701366
19092576,89,History,4,2025-01-30 13:45:36.524122
23240552,36,Organization,2,2025-01-30 07:38:23.743101
29212118,89,Civil,20,2025-01-30 08:34:48.136926
17464009,78,Record,1,2025-01-30 00:18:48.976342
430231,157,Quite,19,2025-01-30 10:11:46.158388
29239071,174,Sit,11,2025-01-30 11:31:00.528301
33560671,150,Leg,6,2025-01-30 16:29:55.810992
20457482,84,He,12,2025-01-29 19:37:03.005823
37998225,130,South,3,2025-01-30 12:27:30.143858
21866939,90,Social,9,2025-01-30 16:31:56.899847
34290637,143,Fund,4,2025-01-30 06:20:00.698935
28202321,79,Student,14,2025-01-29 23:08:15.306297
29402336,3,Leg,8,2025-01-29 22:02:27.201392
32417421,37,Charge,13,2025-01-30 02:45:15.228075
39264977,3,Civil,9,2025-01-30 18:07:05.232783
10495361,180,Civil,6,2025-01-30 14:48:28.382943
4144053,105,Approach,6,2025-01-30 12:49:51.070152
31944810,41,Leg,15,2025-01-30 09:48:13.885164
15517698,9,Approach,7,2025-01-30 15:25:50.802108
18134658,193,Statement,1,2025-01-30 10:58:53.856176
6088624,93,Fund,3,2025-01-30 04:49:11.325584
11229552,33,Leg,20,2025-01-30 05:40:54.252764
1872599,41,Student,8,2025-01-30 07:02:54.169320
32115973,184,Civil,4,2025-01-30 12:56:56.200754
36519695,95,Record,17,2025-01-30 07:26:52.688425
26256147,44,House,20,2025-01-29 20:03:31.510258
4052966,144,Record,8,2025-01-29 23:46:00.724644
18670587,86,House,5,2025-01-30 01:59:37.203249
38398261,3,Social,17,2025-01-29 18:28:59.793818
2558959,154,Record,20,2025-01-29 22:54:11.140877
387542,198,Social,16,2025-01-30 07:00:29.171630
7132643,41,Body,10,2025-01-30 08:52:05.945661
31108084,167,Charge,13,2025-01-30 12:35:22.698689
31221826,20,History,11,2025-01-29 22:48:06.494952
36027351,130,He,8,2025-01-29 20:46:29.065257
32891290,47,Rate,17,2025-01-30 17:50:58.706533
