id,user_id,event_name,page_id,created_at
24286702,93,Charge,8,2025-01-30 09:58:17.573470
25888585,197,Rate,6,2025-01-30 07:57:35.366544
1113393,45,Body,5,2025-01-30 01:51:27.782745
39850845,127,Body,2,2025-01-30 11:17:38.821608
35142198,178,History,1,2025-01-30 02:30:27.967658
34292254,63,Fund,13,2025-01-30 01:18:38.203009
16972711,157,Sit,6,2025-01-30 11:10:37.078020
39058155,7,Body,8,2025-01-30 11:03:29.522065
31467450,21,Sit,15,2025-01-30 01:36:58.708090
36860739,124,Next,4,2025-01-30 17:12:48.417324
32546760,48,Charge,6,2025-01-30 03:41:58.595180
2784290,111,Student,7,2025-01-29 21:08:20.159017
32972149,41,Sit,7,2025-01-30 14:43:30.219538
3257766,4,Body,7,2025-01-30 13:17:03.930416
28674410,167,Fund,4,2025-01-29 23:58:04.182827
36068080,41,South,4,2025-01-30 05:15:06.182364
8575706,141,Statement,19,2025-01-30 09:50:33.979102
628792,136,Student,9,2025-01-30 06:44:49.524300
27377989,13,Record,2,2025-01-30 00:22:28.624630
31784598,19,Next,3,2025-01-30 16:03:48.722356
18062628,194,Civil,6,2025-01-30 01:52:05.132762
4407095,50,Next,10,2025-01-30 14:31:19.230413
8275226,41,Sit,4,2025-01-30 05:11:43.635602
31671885,120,Charge,10,2025-01-30 12:11:29.267485
29713867,135,Organization,7,2025-01-30 13:20:54.144383
2567650,127,History,2,2025-01-30 05:38:43.210010
9390975,30,South,20,2025-01-30 05:33:45.457255
39028367,62,South,18,2025-01-30 17:36:00.422145
2897830,1,Quite,3,2025-01-30 08:25:21.308793
37916030,100,Fund,7,2025-01-30 12:27:23.501419
36452048,7,Organization,7,2025-01-30 15:28:41.420564
16954566,137,South,20,2025-01-30 10:50:05.710943
30804834,25,Fund,12,2025-01-29 18:32:51.909967
7921557,94,Record,20,2025-01-30 11:30:29.683061
34799405,174,Social,6,2025-01-30 03:02:30.559416
10882835,1,Fund,2,2025-01-30 01:50:08.592260
20077807,55,Approach,13,2025-01-30 04:23:22.966469
7238294,84,House,14,2025-01-30 16:34:42.696566
11467634,99,Rate,14,2025-01-30 10:59:31.730260
12904678,181,Rate,20,2025-01-30 03:30:34.164951
29681924,168,He,14,2025-01-30 11:09:40.463030
12879256,102,Quite,7,2025-01-29 19:02:14.894803
23468841,172,Fund,5,2025-01-30 13:35:35.986931
7091003,33,Body,11,2025-01-29 20:30:13.223509
7784183,57,Fund,14,2025-01-30 07:44:14.228968
27132894,19,Civil,10,2025-01-30 07:22:48.199665
4859604,199,Sit,20,2025-01-30 02:59:33.330020
27428087,106,Civil,15,2025-01-30 13:40:29.738285
7104801,22,Social,4,2025-01-29 20:03:34.870951
6882046,135,Next,5,2025-01-29 18:38:31.162232
35071325,150,Leg,16,2025-01-30 03:12:06.939555
37150298,151,Sit,20,2025-01-30 11:11:23.231810
37840107,124,Sit,8,2025-01-30 01:14:30.173710
10692168,175,South,14,2025-01-30 03:46:44.791010
34031289,4,Fund,17,2025-01-30 03:00:05.976078
3561088,145,Student,17,2025-01-30 00:17:05.288755
35493994,16,Statement,1,2025-01-29 18:31:08.625714
39739203,59,South,14,2025-01-29 20:42:20.340741
31283732,150,Body,8,2025-01-29 21:07:07.964916
23120941,53,Student,7,2025-01-30 02:23:19.740989
26582641,23,Record,18,2025-01-30 14:16:30.618859
30992157,31,Fund,16,2025-01-30 04:13:34.918898
19503113,99,Student,20,2025-01-30 17:50:05.578285
33735739,49,Record,6,2025-01-30 15:17:23.311995
35360364,90,Next,8,2025-01-29 20:41:02.685237
38162130,184,Sit,7,2025-01-30 02:00:45.190279
38445759,177,Body,4,2025-01-30 15:13:20.611233
12575943,30,Quite,5,2025-01-29 23:15:19.493121
11641091,34,Civil,13,2025-01-30 03:48:18.015448
36057297,57,Approach,8,2025-01-29 21:54:58.037527
20106443,5,Out,7,2025-01-30 16:29:23.051983
23772810,193,Charge,16,2025-01-30 16:07:14.479983
21391932,38,History,3,2025-01-30 10:58:20.079043
34249637,29,Quite,14,2025-01-29 23:31:10.903108
36255863,185,Social,4,2025-01-30 08:34:44.071433
19220951,86,Rate,12,2025-01-29 19:13:15.739420
8343516,173,Record,13,2025-01-29 19:17:24.341300
27784297,38,Quite,11,2025-01-30 13:20:43.891273
26869821,136,Sit,11,2025-01-30 06:18:31.723607
33122441,113,Quite,12,2025-01-29 20:36:16.990808
19078606,105,Statement,17,2025-01-30 01:17:37.040611
23802454,186,History,5,2025-01-30 05:11:33.999058
13523384,74,He,5,2025-01-29 20:03:48.665036
18532207,95,Civil,9,2025-01-30 09:31:35.443466
26646798,25,House,8,2025-01-30 03:35:55.317044
16017867,149,He,9,2025-01-29 18:37:27.954718
32066180,181,House,20,2025-01-30 03:30:04.115934
3668272,40,Approach,8,2025-01-30 08:57:12.758780
25537568,25,Out,11,2025-01-30 16:58:37.265540
35700668,136,Body,11,2025-01-30 07:08:37.228705
15775437,138,Quite,6,2025-01-30 07:51:54.430729
29931501,133,Out,14,2025-01-30 14:53:31.737493
16898062,133,Leg,6,2025-01-29 19:01:52.509148
35656129,55,Civil,13,2025-01-30 17:22:46.576768
15443881,150,He,10,2025-01-30 07:16:38.000084
31963680,88,Charge,12,2025-01-30 01:57:31.692396
19396420,18,Body,3,2025-01-30 03:11:18.515338
23458076,98,Leg,17,2025-01-30 10:11:56.349421
31623195,17,Organization,9,2025-01-29 20:22:21.940254
12882178,98,Rate,9,2025-01-29 22:17:13.111596
39023114,27,Social,16,2025-01-29 23:09:14.550728
28365210,93,Civil,8,2025-01-30 10:43:15.410920
22150609,134,Out,11,2025-01-30 05:43:43.329695
33019226,199,Rate,20,2025-01-30 01:25:49.489054
35743306,165,Civil,16,2025-01-30 07:23:21.046407
39557590,178,Record,1,2025-01-30 02:36:25.383498
9994675,84,Social,6,2025-01-30 09:54:31.563016
5938921,134,Quite,1,2025-01-30 02:18:12.185580
25671548,22,Organization,4,2025-01-29 20:07:41.074341
9758244,86,Body,4,2025-01-29 18:41:36.864187
126335,83,South,1,2025-01-30 18:04:58.177245
36888413,102,Organization,5,2025-01-30 18:01:38.832819
23139966,7,Fund,11,2025-01-29 22:18:32.947114
1732836,188,Statement,11,2025-01-30 11:12:15.560123
16567341,149,Sit,1,2025-01-30 06:45:33.019672
28702032,193,Student,13,2025-01-30 11:51:33.894077
37438056,171,Sit,7,2025-01-30 14:49:02.011152
17850139,22,Leg,18,2025-01-29 22:11:11.096552
22473096,77,Out,1,2025-01-30 05:50:21.434335
8860019,170,Sit,8,2025-01-30 06:23:26.646939
9471683,126,Approach,13,2025-01-30 13:48:48.171894
38467792,58,Rate,19,2025-01-30 10:27:15.784956
3729623,191,Student,13,2025-01-30 16:04:10.524843
722372,18,Approach,3,2025-01-30 03:13:50.150469
10696069,177,Quite,15,2025-01-30 12:03:24.342181
34560575,122,Record,11,2025-01-30 09:57:08.495041
14849323,171,Statement,19,2025-01-30 15:04:33.836608
27649183,107,Out,6,2025-01-30 02:21:28.332471
10067662,61,Rate,19,2025-01-30 06:21:14.188609
3355351,27,Charge,20,2025-01-29 20:32:30.296418
7439613,2,Civil,10,2025-01-30 11:06:26.601624
28597982,28,Approach,14,2025-01-30 17:18:52.324984
34073835,20,Quite,12,2025-01-29 22:22:48.262069
37081339,33,Charge,11,2025-01-29 20:22:17.959066
914817,171,Approach,15,2025-01-30 03:44:56.137945
37871687,167,Approach,18,2025-01-30 06:42:42.198999
5397660,156,Body,19,2025-01-30 15:58:21.476130
39073830,162,Charge,2,2025-01-29 21:31:31.983983
12124702,88,Student,5,2025-01-30 12:35:30.673694
29959045,118,Body,8,2025-01-30 09:42:47.775927
25649186,69,Record,7,2025-01-30 01:19:31.107464
8895698,38,Approach,11,2025-01-30 13:19:31.517339
38238957,130,Charge,14,2025-01-29 18:39:57.649317
30535100,117,Record,3,2025-01-29 20:06:46.311581
38559601,17,Next,16,2025-01-30 17:37:19.081021
12472988,52,Body,4,2025-01-30 09:34:45.030037
38537852,14,Sit,3,2025-01-30 03:22:40.962552
34885257,34,South,11,2025-01-30 17:52:59.194762
10206639,174,Rate,14,2025-01-30 11:29:10.152981
17652147,122,Quite,11,2025-01-30 07:19:12.464086
2383137,5,Organization,13,2025-01-30 12:59:06.425579
20372117,119,Body,4,2025-01-30 02:37:59.966517
4079464,12,Body,13,2025-01-30 13:43:32.721991
35949296,121,Out,19,2025-01-30 08:34:16.919223
20816,117,Quite,17,2025-01-30 04:36:09.473195
10379300,154,Record,8,2025-01-30 10:44:34.467279
39494597,104,Statement,9,2025-01-30 08:39:12.065296
34277107,142,House,18,2025-01-30 03:21:34.552575
683034,142,Leg,4,2025-01-30 13:31:05.329136
36517878,93,Rate,16,2025-01-30 06:35:34.227003
6845482,117,Approach,5,2025-01-30 04:33:42.759366
8715349,111,Student,8,2025-01-30 06:36:35.037899
3452529,90,Out,2,2025-01-30 16:23:17.797799
16262581,67,Quite,11,2025-01-30 10:15:57.003719
1049508,106,Fund,15,2025-01-30 13:51:47.314061
25247690,152,Social,14,2025-01-30 16:21:45.591961
39390168,80,South,18,2025-01-30 13:13:15.892040
33191558,133,Charge,13,2025-01-29 22:32:56.525761
20253714,133,Next,9,2025-01-30 06:05:02.880913
12082918,134,Rate,7,2025-01-30 13:37:52.345455
27135527,122,Record,15,2025-01-30 00:28:45.952694
3997674,6,Social,20,2025-01-30 03:57:26.135482
29285516,108,Social,6,2025-01-30 17:57:29.219364
28799103,28,Next,3,2025-01-30 12:13:40.348957
37836401,60,Rate,18,2025-01-30 18:15:41.062671
7189727,155,House,13,2025-01-29 21:32:59.327986
18921423,13,Sit,2,2025-01-30 00:22:17.155425
39657296,178,Out,12,2025-01-30 15:38:44.918471
6543908,171,History,16,2025-01-30 08:51:21.030295
18196410,194,Fund,20,2025-01-29 18:53:20.198869
25642777,121,Out,9,2025-01-30 17:09:12.349459
35190227,154,Quite,4,2025-01-30 15:24:15.232546
12794119,183,Quite,20,2025-01-29 19:17:43.318573
21025270,99,Quite,2,2025-01-30 14:10:09.745150
16372910,54,Statement,17,2025-01-30 00:28:13.268338
33288729,69,Fund,1,2025-01-30 15:02:17.453278
36964406,185,Social,18,2025-01-30 08:24:42.594260
38559087,185,House,18,2025-01-30 08:48:36.347555
28481654,135,Record,16,2025-01-30 04:13:51.156761
5581050,45,Civil,5,2025-01-30 03:05:58.748007
15186544,171,Civil,15,2025-01-30 03:48:39.272285
6753687,123,Out,14,2025-01-30 06:11:04.246019
25822609,45,Leg,5,2025-01-30 01:40:55.614213
13609676,178,Charge,1,2025-01-30 02:29:55.326240
2560615,198,Record,1,2025-01-30 00:58:12.567952
33466524,122,Sit,19,2025-01-29 20:12:24.318738
239296,135,Rate,17,2025-01-30 02:19:27.576748
39358988,6,Sit,8,2025-01-30 17:57:06.693396
12723755,112,Next,14,2025-01-30 04:09:16.596558
35137658,147,Approach,8,2025-01-30 07:59:16.578766
13390073,107,He,6,2025-01-29 19:34:57.252621
39857674,68,Out,13,2025-01-30 08:44:47.317025
14173844,162,Approach,12,2025-01-30 05:26:38.916336
11814162,30,Approach,12,2025-01-29 22:00:22.302193
27526913,94,House,17,2025-01-30 05:03:18.562939
2393122,50,Leg,12,2025-01-30 14:44:28.001239
35167735,20,Sit,5,2025-01-30 12:13:04.645797
31340195,115,Sit,14,2025-01-30 05:29:59.590600
4706795,120,He,15,2025-01-30 10:57:41.424846
8737307,93,Record,16,2025-01-29 20:49:07.755571
19295922,123,Charge,9,2025-01-29 19:24:51.270557
18049692,141,Fund,17,2025-01-30 07:08:55.329284
38788495,142,Approach,9,2025-01-30 13:49:48.512785
24863870,81,Social,17,2025-01-29 18:55:38.497652
14811161,43,Body,1,2025-01-30 03:51:55.869084
30445216,169,Social,11,2025-01-30 12:49:15.498638
13971460,94,Approach,20,2025-01-30 11:30:10.980140
927405,167,Organization,20,2025-01-30 10:51:26.514930
3067376,24,South,5,2025-01-30 05:16:39.605881
7298013,183,Fund,13,2025-01-30 18:16:29.667297
12921746,56,Sit,4,2025-01-30 16:09:43.293130
15391839,19,Record,20,2025-01-29 21:05:09.301889
23202982,142,House,9,2025-01-30 13:51:07.938070
4847432,18,Sit,3,2025-01-30 03:11:17.001881
39718594,8,Organization,7,2025-01-29 18:33:12.685443
21777107,34,Civil,3,2025-01-29 21:45:41.865801
3182292,63,Out,17,2025-01-30 10:04:35.081293
7767461,99,Quite,6,2025-01-29 20:58:35.710867
5350188,33,Charge,14,2025-01-30 04:57:14.654160
28446614,51,Civil,1,2025-01-30 17:00:27.406332
20071529,111,Record,7,2025-01-30 04:38:42.512580
17184635,73,South,7,2025-01-30 11:54:02.416985
6656492,98,History,12,2025-01-29 22:34:06.972081
15775351,136,Statement,11,2025-01-30 07:01:24.545084
22167706,188,Approach,11,2025-01-30 10:39:56.937427
29745372,94,Record,1,2025-01-29 19:28:26.034482
39366574,38,Quite,4,2025-01-30 12:15:00.430928
3327181,10,Student,15,2025-01-30 11:34:33.215153
5373273,136,Rate,6,2025-01-30 11:33:05.648623
7393606,89,Quite,11,2025-01-30 02:31:34.222748
20932534,156,Record,14,2025-01-30 13:14:49.227444
34703752,10,Approach,9,2025-01-29 20:16:40.664155
38860785,109,Student,8,2025-01-30 07:32:34.093940
12782663,142,History,9,2025-01-30 13:54:40.195463
37721674,78,Student,16,2025-01-29 18:41:32.410464
5991729,177,Out,17,2025-01-30 08:27:50.630812
15253587,138,Rate,7,2025-01-30 06:11:50.125617
38377131,93,House,2,2025-01-30 04:41:47.134826
23210275,76,Organization,16,2025-01-29 19:56:54.573661
1417962,141,History,10,2025-01-30 03:57:55.831744
17139976,123,Body,1,2025-01-29 20:02:15.383581
35996937,132,Social,4,2025-01-30 01:38:26.083915
2198754,2,Approach,10,2025-01-30 10:51:17.299419
33454738,174,Student,1,2025-01-30 09:26:56.058513
30722463,128,Next,15,2025-01-30 06:19:03.306517
27923701,200,Fund,4,2025-01-30 09:30:00.492470
30625897,4,Sit,16,2025-01-30 13:09:49.756204
31418665,136,South,7,2025-01-30 18:20:36.146147
6563408,27,Organization,2,2025-01-30 13:18:41.301614
32031884,128,Leg,18,2025-01-30 12:23:01.932096
26685071,2,Rate,10,2025-01-30 11:00:44.761630
21503377,71,House,18,2025-01-30 04:19:48.351601
15720777,93,Charge,4,2025-01-30 15:38:42.765160
24693761,31,Sit,9,2025-01-30 11:51:19.817317
27546723,176,Student,11,2025-01-30 08:17:42.473997
12398004,34,Civil,11,2025-01-30 17:57:26.547805
1337043,25,Record,8,2025-01-30 03:48:53.156258
37549181,158,History,6,2025-01-30 17:11:50.638186
3621180,81,Leg,15,2025-01-29 19:49:38.914906
33834669,187,Rate,1,2025-01-29 23:24:37.322301
20738599,39,Statement,12,2025-01-30 04:58:32.655406
4270519,200,Student,8,2025-01-29 19:09:21.923327
17908894,189,South,20,2025-01-30 03:10:36.893491
23549019,120,He,6,2025-01-29 23:47:19.956627
18749485,196,Record,6,2025-01-30 02:56:14.345381
36292704,171,Organization,1,2025-01-30 13:25:13.099394
5788351,88,Civil,20,2025-01-30 08:45:11.621896
9128403,151,Student,16,2025-01-30 05:43:22.481588
33143498,43,Statement,20,2025-01-30 00:23:11.967970
37816972,116,Rate,7,2025-01-30 02:36:31.656368
14633246,63,Sit,13,2025-01-30 13:50:11.225073
24534619,110,Civil,10,2025-01-29 22:44:45.304546
14280433,107,Student,11,2025-01-30 05:09:09.038969
3872484,154,Quite,20,2025-01-30 09:58:54.551670
32557082,10,Organization,9,2025-01-29 19:57:02.093165
9601111,80,Organization,14,2025-01-30 08:52:02.199395
38841988,61,He,19,2025-01-30 06:13:23.663502
12658868,72,Student,11,2025-01-30 03:38:39.473254
2165734,6,Approach,18,2025-01-30 01:39:22.216835
29931252,168,House,14,2025-01-30 10:53:16.679482
36140262,75,History,8,2025-01-30 17:11:15.364905
35586002,114,Next,19,2025-01-30 03:01:22.942301
27063145,120,Social,17,2025-01-30 11:59:31.148762
34881947,194,Civil,10,2025-01-30 14:46:11.388011
39607586,18,Sit,14,2025-01-29 18:35:33.150940
12585488,114,Statement,17,2025-01-29 23:45:34.559249
32725428,102,Next,2,2025-01-30 12:44:45.336629
28151622,169,Record,11,2025-01-30 13:42:05.927173
17844153,45,History,8,2025-01-30 09:45:42.574960
35547571,180,Fund,1,2025-01-30 09:05:11.551580
37937037,134,Rate,15,2025-01-30 15:38:09.794584
24589869,28,Body,3,2025-01-30 12:30:44.324453
37972197,56,Record,4,2025-01-30 16:09:31.195108
34068836,75,South,16,2025-01-30 10:28:29.075968
12099660,49,Approach,3,2025-01-30 11:41:13.976308
17192306,172,History,14,2025-01-30 00:58:55.059060
19335715,22,Rate,4,2025-01-30 15:13:05.087562
11622690,100,Body,7,2025-01-30 04:20:13.842983
19613218,7,Next,2,2025-01-30 14:20:10.442170
24979214,98,Quite,17,2025-01-30 10:23:16.832534
13863524,53,Social,20,2025-01-29 23:58:29.001343
27647444,75,Statement,7,2025-01-30 09:12:53.700032
39598178,179,Civil,14,2025-01-29 20:14:31.791777
18687863,180,Charge,2,2025-01-30 17:07:14.960069
6315283,21,Quite,8,2025-01-30 07:52:46.637438
6166732,28,Student,5,2025-01-30 01:06:21.190757
18984219,141,Leg,5,2025-01-30 01:16:53.875848
20032526,35,Approach,8,2025-01-30 14:33:55.822181
19573698,130,Statement,4,2025-01-29 23:31:14.320307
12899558,176,Fund,9,2025-01-29 20:43:34.410641
20400552,55,Charge,17,2025-01-30 18:37:08.890559
37521537,185,Next,2,2025-01-30 08:48:10.520986
33860263,76,Fund,6,2025-01-30 06:07:33.445250
8403840,68,South,10,2025-01-30 18:26:54.720105
30974592,123,Social,1,2025-01-30 06:09:37.041192
10719270,121,Fund,4,2025-01-30 16:51:01.545553
22070024,34,Record,11,2025-01-30 17:36:35.931807
15760953,89,History,11,2025-01-30 02:20:35.705384
37264197,165,Social,14,2025-01-30 13:38:27.838919
29887507,106,Body,15,2025-01-30 13:39:38.221650
32198599,112,Record,1,2025-01-30 15:41:03.441362
17298362,9,Out,2,2025-01-30 11:30:42.659899
20323384,132,Statement,7,2025-01-30 01:27:24.649058
2396838,168,Body,2,2025-01-29 21:20:18.070091
12003221,57,Charge,8,2025-01-29 21:53:37.502877
3849876,187,Out,8,2025-01-29 23:21:34.471781
39532889,30,Rate,5,2025-01-29 23:37:02.468327
38196368,6,Charge,8,2025-01-30 02:50:40.970017
3884426,22,Rate,4,2025-01-30 15:34:37.783453
23323793,136,Body,10,2025-01-30 07:04:51.045632
1504095,155,Rate,11,2025-01-30 16:14:00.292502
13217486,154,Organization,17,2025-01-30 08:57:47.060567
12355237,60,Next,18,2025-01-30 17:44:13.738317
4760506,129,Charge,3,2025-01-30 04:10:59.032688
21789000,177,Statement,13,2025-01-30 08:50:47.085987
38894179,61,Charge,14,2025-01-29 21:36:40.393506
18027283,101,Sit,20,2025-01-30 02:33:32.335595
35401459,132,Next,1,2025-01-30 08:19:33.133675
11476272,200,House,8,2025-01-29 19:05:13.215660
37199958,152,Civil,4,2025-01-29 21:56:13.154101
3148565,182,History,11,2025-01-30 10:07:30.282575
38537044,43,He,16,2025-01-30 14:40:40.039703
12399859,200,Charge,11,2025-01-29 19:11:14.548728
27397435,42,House,11,2025-01-30 12:13:23.265422
12923191,97,Social,2,2025-01-29 19:28:55.109845
32582756,100,Rate,4,2025-01-30 13:55:50.152381
37012045,127,Out,1,2025-01-30 15:01:50.988049
21011137,96,Leg,20,2025-01-29 21:46:34.201527
30010632,160,Social,18,2025-01-30 10:39:26.229642
10138912,120,Organization,17,2025-01-30 04:19:05.659281
27946971,118,He,20,2025-01-30 16:12:47.441409
29836233,167,Civil,13,2025-01-30 12:27:36.625638
10468977,144,Rate,12,2025-01-30 00:33:45.071056
21137894,180,Record,2,2025-01-30 17:10:23.790853
29459947,160,Civil,8,2025-01-30 01:07:42.906307
10905497,145,Out,9,2025-01-30 05:49:35.864733
6148477,3,South,12,2025-01-30 02:16:03.986065
3569762,45,Sit,5,2025-01-30 02:53:45.052097
23636899,74,Civil,9,2025-01-30 03:27:58.857625
36828599,128,Record,18,2025-01-30 12:41:50.402857
26188638,2,Fund,10,2025-01-30 10:55:51.355996
29935083,189,House,15,2025-01-30 16:21:09.589065
9519408,174,Statement,6,2025-01-30 07:50:48.053262
8524561,118,House,20,2025-01-30 16:11:45.505842
9943028,110,Organization,20,2025-01-30 17:34:04.466243
34991326,111,Record,7,2025-01-30 04:44:03.426510
37682946,14,Fund,16,2025-01-30 10:06:00.372258
35986327,138,Body,10,2025-01-30 09:07:07.395739
3220167,114,Organization,7,2025-01-29 22:15:17.498479
36816801,111,Fund,7,2025-01-30 13:51:56.248414
17447989,156,Record,9,2025-01-30 08:54:48.733159
24310290,186,Organization,6,2025-01-30 17:45:07.937835
16292271,95,Body,17,2025-01-30 08:50:14.150723
23868075,175,House,7,2025-01-30 07:47:38.139923
38898538,151,South,9,2025-01-30 02:13:48.133729
9367506,89,Fund,17,2025-01-30 09:59:02.310120
21068035,80,Body,5,2025-01-30 02:53:48.376196
35896040,152,House,1,2025-01-30 00:30:46.021088
10939019,29,South,14,2025-01-29 23:33:46.968548
27123578,154,Civil,8,2025-01-30 10:57:04.697296
6071516,20,Statement,12,2025-01-30 04:00:21.978529
1441011,154,Organization,4,2025-01-30 15:42:58.613258
26880784,112,Civil,3,2025-01-30 10:20:03.697222
10093097,107,Charge,15,2025-01-30 14:15:33.297282
8999407,14,Fund,1,2025-01-30 15:06:47.232043
36284293,135,Sit,7,2025-01-30 13:02:26.179785
19306292,7,Social,2,2025-01-30 14:06:05.690470
39212764,79,Next,20,2025-01-30 13:20:10.797520
17947264,156,Out,19,2025-01-30 16:08:01.610200
20799119,182,Organization,11,2025-01-30 09:51:18.925406
18179339,92,Approach,17,2025-01-29 23:22:19.271586
6344244,200,Charge,11,2025-01-30 01:06:53.249133
10116009,33,Leg,3,2025-01-30 13:53:21.689322
12300256,53,Body,5,2025-01-30 03:49:34.084412
15414599,33,South,14,2025-01-30 05:05:22.256020
29873785,32,Rate,7,2025-01-30 08:11:56.852923
5153310,185,House,18,2025-01-30 08:50:08.759060
6881901,22,Student,15,2025-01-29 23:42:24.248652
20635099,18,Sit,17,2025-01-30 01:04:10.360941
22374122,114,Body,17,2025-01-29 23:14:12.484448
39413721,81,Fund,4,2025-01-29 23:34:15.783856
17921601,106,Fund,1,2025-01-30 04:16:34.452477
38082640,142,Out,19,2025-01-30 16:55:29.642352
29470494,7,History,18,2025-01-30 13:16:12.864451
23876571,54,Statement,4,2025-01-30 09:00:36.119564
10125567,89,Student,13,2025-01-29 23:02:03.984571
33269546,21,Leg,3,2025-01-30 04:12:42.486063
23188742,97,Body,7,2025-01-30 11:28:15.533029
37402222,84,Social,13,2025-01-29 19:12:18.858034
1223967,49,House,11,2025-01-30 00:08:33.486811
9207932,69,Fund,12,2025-01-30 05:41:28.821232
5356062,75,Leg,12,2025-01-30 00:20:05.415605
15668379,3,Student,16,2025-01-30 17:44:35.521798
19108727,97,Quite,17,2025-01-30 14:15:11.668821
21683495,197,Leg,12,2025-01-30 13:48:05.453470
35161359,118,Rate,15,2025-01-29 20:55:50.764613
30936577,98,He,9,2025-01-30 07:06:44.700981
11762550,8,House,5,2025-01-30 10:18:50.460664
1715194,38,Body,4,2025-01-30 12:14:38.280909
28000268,155,House,11,2025-01-30 16:18:09.809469
29884754,166,House,19,2025-01-29 23:34:24.521222
1657799,58,Statement,13,2025-01-29 19:27:17.837223
9849368,94,Statement,13,2025-01-30 08:06:59.861093
19368169,110,History,4,2025-01-30 15:10:15.550624
23553443,67,House,16,2025-01-30 16:12:45.258453
33351136,25,Rate,17,2025-01-29 19:39:10.121525
23109046,14,Quite,17,2025-01-30 01:32:28.542923
25601735,150,Approach,17,2025-01-30 08:41:12.811481
39093916,5,South,13,2025-01-30 13:23:10.508936
33441921,49,Student,6,2025-01-30 02:24:04.657112
26439037,150,Charge,16,2025-01-30 03:18:14.451680
36916752,194,Student,6,2025-01-30 01:53:15.831072
4456726,200,Rate,11,2025-01-30 01:04:43.723151
12427264,18,Rate,14,2025-01-30 03:14:52.280445
20636549,108,Civil,14,2025-01-29 23:02:55.258278
11223854,107,House,4,2025-01-30 04:16:20.262142
29812231,72,House,1,2025-01-30 01:01:01.787959
3035361,37,He,14,2025-01-30 02:06:22.632147
23186869,3,Civil,15,2025-01-30 04:50:05.156106
16817611,144,Fund,3,2025-01-30 08:31:24.723337
21169373,158,Fund,6,2025-01-30 17:36:50.307621
26224438,90,Civil,18,2025-01-30 14:10:04.156975
9656306,42,Approach,8,2025-01-30 07:59:29.179149
